"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"2065",2065,"HL6517","To ask Her Majesty’s Government, further to the Written Answers by Lord Bridges of Headley on 25 February (HL6102 and HL6103), whether the Cabinet Office's new rules on grant funding mean that (1) Citizen's Advice, (2) the Territorial Army Rifles Association, (3) the Consortium of Voluntary Adoption Agencies, (4) English Heritage, (5) Imperial College, and (6) the Marine Management Organisations, can no longer make representations to them, Parliament or the European Commission, on legislation or policy.","<p>The clause ensures that taxpayers' funds are not diverted away from their intended purpose and wasted on political lobbying. The clause does not stop any grant recipients from campaigning using other sources of funding.</p>","Baroness Hayter of Kentish Town","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-16,697,"consortium, hl6102, hl6103"
"2066",2066,"HL6528","To ask Her Majesty’s Government what is their response to the Electoral Commission’s conclusion in its report <i>UK Parliamentary General Election 2015: Campaign spending report</i>, that the ""Commission should be provided with investigative powers and sanctions for offences relating to candidate spending and donations at specified elections""<i>.</i>","<p>The Electoral Commission published its “UK Parliamentary General Election 2015: Campaign spending report” on 29 February 2016. The Government is considering the report and will respond in due course.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-14,698,"campaign, spending, general"
"2067",2067,"HL6529","To ask Her Majesty’s Government what is their response to the Electoral Commission’s conclusion in its report <i>UK Parliamentary General Election 2015: Campaign spending report</i>, that ""in principle, staff costs associated with regulated campaign spending should be included within the regulatory controls for all types of campaigners: candidates, political parties and non-party campaigners"".","<p>The Electoral Commission published its “UK Parliamentary General Election 2015: Campaign spending report” on 29 February 2016. The Government is considering the report and will respond in due course.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-14,698,"campaign, spending, general"
"2068",2068,"HL6530","To ask Her Majesty’s Government what is their response to the Electoral Commission’s conclusion in its report <i>UK Parliamentary General Election 2015: Campaign spending report</i>, that ""there is a case for reviewing and increasing the present cap of £20,000 on our power to issue sanctions"".","<p>The Electoral Commission published its “UK Parliamentary General Election 2015: Campaign spending report” on 29 February 2016. The Government is considering the report and will respond in due course.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-14,698,"campaign, spending, general"
"2069",2069,"HL6531","To ask Her Majesty’s Government what is their response to the Electoral Commission’s <i>UK Parliamentary General Election 2015: Campaign spending report</i>.","<p>The Electoral Commission published its “UK Parliamentary General Election 2015: Campaign spending report” on 29 February 2016. The Government is considering the report and will respond in due course.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-14,698,"campaign, spending, general"
"2070",2070,"HL6532","To ask Her Majesty’s Government what is their response the Law Commissions’ recommendations to reform UK electoral law.","<p>The Government is currently considering the recommendations made by the Law Commissions in their interim report of 4 February. This is a wide-ranging report that covers a number of complex issues and it is important that the Government give the report due consideration before a formal response is made.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-14,96,"law, commission, recommendations"
"2071",2071,"HL6533","To ask Her Majesty’s Government when they will publish details of the recommendations for potential changes to electoral legislation by Sir Eric Pickles MP.","<p>Sir Eric Pickles will make his recommendations as soon as he is able. 66 written submissions are under consideration, as well as evidence provided in meetings with specific people and at a seminar of academics, stakeholder organisations and political parties.</p>","Lord Rennard","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-10,134,"eric, pickles, sir"
"2072",2072,"HL6541","To ask Her Majesty’s Government what is the timetable for the recruitment of the 1,900 additional intelligence personnel announced in November 2015, and what is being done to ensure that the salary package offered attracts sufficiently talented applicants.","<p>1,900 additional staff across the three intelligence agencies will be recruited over the Spending Review period to 2020. Specific pay and reward details cannot be disclosed for national security reasons however pay and reward packages for staff at the intelligence agencies are under regular review to ensure that what can be offered reflects both the unique challenges the agencies face, and the high level of ability and skill required to meet them.</p>","Lord Strasburger","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-16,515,"talent, retention, team"
"2073",2073,"HL6552","To ask Her Majesty’s Government how many extended ministerial offices have been established, and in which departments; which staff have been recruited to them; and which of those were drawn from outside the civil service.","<p>Extended Ministerial Offices have been established (or are being established) in the Cabinet Office, the Department for Communities and Local Government, the Department for Education, the Department for the Environment, Food and Rural Affairs and the Scotland Office.</p><p>The government regularly publishes information on the job titles and pay grades of senior civil servants along with the numbers of staff they manage and the budgets they are responsible for. A similar approach will apply to staff in extended ministerial offices.</p>","Lord Hennessy of Nympsfield","Not found",NA,"Lord Bridges of Headley",2016-02-29,2016-03-16,345,"extended, ministerial, 8466"
"2074",2074,"28950","To ask the Minister for the Cabinet Office, what estimate he has made of the scale of fraud carried out against the public sector by (a) individuals and (b) serious and organised criminals by means of (i) identity theft and (ii) creation of fake identities.","<p>We do not have any estimates on the scale of public fraud carried out by individuals or by serious and organised criminals in relation to identity theft or the creation of fake identities.</p><p>In the financial year 2014/15, £4.13m worth of detected external identity theft was reported to the Cabinet Office through the fraud and error MI collection. Identity theft includes: fraudulently obtained genuine documents; counterfeit documents; and, forged documents. We do not have a breakdown of whether this was committed by individuals or organised criminals.</p><p>The National Crime Agency, not the Cabinet Office, lead on matters related to serious and organised crime.</p>","Haigh, Louise","Labour","Sheffield, Heeley","Hancock, Matthew",2016-02-29,2016-03-03,493,"theft, metal, fraud"
"2075",2075,"28897","To ask the Minister for the Cabinet Office, what the (a) average and (b) total cost incurred by a Government department was of replying by letter to hon. Members raising matters of policy or casework with that Department in each of the last three years.","<p>This information is not held and could only be obtained at disproportionate cost.</p><p> </p>","Smith, Royston","Conservative","Southampton, Itchen","Hancock, Matthew",2016-02-29,2016-03-07,306,"replies, letter, member"
"2076",2076,"28893","To ask the Minister for the Cabinet Office, how many people died from liver disease in (a) England and (b) each parliamentary constituency in the most recent year for which figures are available.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","Glen, John","Conservative","Salisbury","Wilson, Rob",2016-02-29,2016-03-03,456,"disease, liver, death"
"2077",2077,"28948","To ask the Minister for the Cabinet Office, what estimate has been made of uptake of the gov.uk Verify programme for each socioeconomic group.","<p>442,000 individuals’ identities have been verified on <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify and the service has been used 1,100,000 times. <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify is not designed for businesses.</p><p>The current percentage coverage for <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify, based on a representative sample by demographic group, is available here: <a href=""https://identityassurance.blog.gov.uk/2016/01/25/estimating-what-proportion-of-the-public-will-be-able-to-use-gov-uk-verify/"" target=""_blank"">https://identityassurance.blog.gov.uk/2016/01/25/estimating-what-proportion-of-the-public-will-be-able-to-use-gov-uk-verify/</a></p><p><a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify publishes information about its performance - including authentications - weekly on the performance platform:<a href=""https://www.gov.uk/performance/govuk-verify"" target=""_blank"">https://www.gov.uk/performance/govuk-verify</a>.</p><p> </p>","Haigh, Louise","Labour","Sheffield, Heeley","Hancock, Matthew",2016-02-29,2016-03-03,423,"verified, gov, programme"
"2078",2078,"28949","To ask the Minister for the Cabinet Office, how many (a) individuals and (b) businesses are registered for the gov.uk Verify programme; and what the average number of authentications is for each such group interacting with Verify supported services.","<p>442,000 individuals’ identities have been verified on <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify and the service has been used 1,100,000 times. <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify is not designed for businesses.</p><p>The current percentage coverage for <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify, based on a representative sample by demographic group, is available here: <a href=""https://identityassurance.blog.gov.uk/2016/01/25/estimating-what-proportion-of-the-public-will-be-able-to-use-gov-uk-verify/"" target=""_blank"">https://identityassurance.blog.gov.uk/2016/01/25/estimating-what-proportion-of-the-public-will-be-able-to-use-gov-uk-verify/</a></p><p><a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> Verify publishes information about its performance - including authentications - weekly on the performance platform:<a href=""https://www.gov.uk/performance/govuk-verify"" target=""_blank"">https://www.gov.uk/performance/govuk-verify</a>.</p><p> </p>","Haigh, Louise","Labour","Sheffield, Heeley","Hancock, Matthew",2016-02-29,2016-03-03,423,"verified, gov, programme"
"2079",2079,"28898","To ask the Minister for the Cabinet Office, pursuant to the Answers of 5 and 16 February 2016 to Questions 25342 and 26658, by when he expects the land and property for disposals to be identified; and whether he expects the decisions on the selection of that property to be subject to public consultation.","<p>The land and property for disposals will be identified in due course.</p>","McMahon, Jim","Labour (Co-op)","Oldham West and Royton","Hancock, Matthew",2016-02-29,2016-03-03,699,"disposals, properties, longer"
"2080",2080,"28871","To ask the Minister for the Cabinet Office, how many times the Chancellor of the Duchy of Lancaster has met officials of the Cabinet Office to discuss improving diversity in the Senior Civil Service in the last six months.","<p>Promoting diversity in the Senior Civil Service is a ministerial responsibility of the Minister for the Cabinet Office. Details of my Ministers meetings with external organisations are published routinely and can be found on Gov.uk. Details of internal meetings are not disclosed.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-29,2016-03-07,500,"duchy, lancaster, chancellor"
"2081",2081,"28820","To ask the Minister for the Cabinet Office, what assessment he has made of the effect on organisations commissioning academic research of his Department's proposed regulations that would prevent recipients of government grant funding for research in using that work to call for government policy changes.","<p>The new clause is about ensuring taxpayers money is only used for the intended purposes. The use or otherwise of research findings is already set out in grant agreements. There should, therefore, be no effect on organisations, which are free to use other funding to lobby, but not to spend taxpayers’ hard-earned cash on lobbying.</p>","Kyle, Peter","Labour","Hove","Hancock, Matthew",2016-02-29,2016-03-07,460,"academic, enrolment, integrate"
"2082",2082,"28850","To ask the Minister for the Cabinet Office, pursuant to his oral contribution of 25 February 2016, Official Report, column 486, when he plans to bring proposals for an anti-lobbying clause in Government grant agreements to the House for debate.","<p>The grants clause will help to ensure that grant funding is always used for the intended purpose. It will <ins class=""ministerial"">not</ins> prevent organisations from using their own privately raised funds to campaign as they see fit. Given the clear intention of the clause, To ensure taxpayers’ money is well spent, there are no plans to debate it at present.</p>","Grady, Patrick","Scottish National Party","Glasgow North","Hancock, Matthew",2016-02-29,2016-03-07,583,"clause, antilobby, grant"
"2083",2083,"29029","To ask the Minister for the Cabinet Office, with reference to the Prime Minister's comments on equality in the Guardian newspaper on 26 October 2015, how many graduate employers the Government approached to ask them to pledge to anonymise job applications; how many such requests were (a) accepted and (b) rejected; and which graduate employers (i) accepted and (ii) rejected those offers.","<p>The information requested is not collected or held centrally for this question as our approach is to role model best practice and encourage employers to adopt this practice.</p><p>A range of organisations from across the public and private sector, together responsible for employing 1.8 million people in the UK, have ​signed up to the pledge to operate recruitment on ‘name blind’ basis to address discrimination.</p><p>In October a number of organisations from across the public and private sector attended a roundtable at Downing Street ​to discuss this issue. <a href=""https://www.gov.uk/government/news/pm-time-to-end-discrimination-and-finish-the-fight-for-real-equality"" target=""_blank"">https://www.gov.uk/government/news/pm-time-to-end-discrimination-and-finish-the-fight-for-real-equality</a></p><p>The Civil Service has adopted this as their default position for all external recruitment, including for graduate​s.​Other graduate recruiters who have committed to or are already delivering name-blind applications for all graduate and apprenticeship level roles include ​KPMG, HSBC, Deloitte, Virgin Money, BBC, NHS, learn-direct​​, teach first and local government.​</p><p>We are continuing to encourage this practice across the public sector and beyond.</p><p> </p><p> </p>","Siddiq, Tulip","Labour","Hampstead and Kilburn","Hancock, Matthew",2016-02-29,2016-03-07,458,"accept, offers, refusals"
"2084",2084,"28763","To ask the Minister for the Cabinet Office, with reference to the figures on central government spend with small and medium-sized enterprises, published on 5 December 2015, how much of the £12.1 billion was spent in 2014-15 with businesses located in the OL1, OL2, OL3, OL4, OL8, OL9 and M35 postcode areas.","<p>The Crown Commercial Service only collects regional spend data for direct spend with small and medium-sized enterprises (SMEs), so the following figures, which are taken from the Governments Spend Analytical tool, Bravo, do not incorporate spend through the supply chain.</p><p>Direct spend with SMEs of £205,978,657.91 was reported in 2014-15 for the North West of England.</p><p>During the same period, the following amounts were reported as going to small businesses in the requested locations:</p><p>OL1 - £2,706,290.86</p><p>OL2 - £18,611.30</p><p>OL3 - £54,984.10</p><p>OL4 - £66,325.40</p><p>OL8 - £83,737.93</p><p>OL9 - £566,399.25</p><p>M35 - £76,074.91</p>","McMahon, Jim","Labour (Co-op)","Oldham West and Royton","Hancock, Matthew",2016-02-26,2016-03-07,105,"medium, small, sized"
"2085",2085,"28726","To ask the Minister for the Cabinet Office, how much central government expenditure on small and medium-sized enterprises in 2014-15 was spent in the North West.","<p>The Crown Commercial Service only collects regional spend data for direct spend with small and medium-sized enterprises (SMEs), so the following figures, which are taken from the Governments Spend Analytical tool, Bravo, do not incorporate spend through the supply chain.</p><p>Direct spend with SMEs of £205,978,657.91 was reported in 2014-15 for the North West of England.</p><p>During the same period, the following amounts were reported as going to small businesses in the requested locations:</p><p>OL1 - £2,706,290.86</p><p>OL2 - £18,611.30</p><p>OL3 - £54,984.10</p><p>OL4 - £66,325.40</p><p>OL8 - £83,737.93</p><p>OL9 - £566,399.25</p><p>M35 - £76,074.91</p>","McMahon, Jim","Labour (Co-op)","Oldham West and Royton","Hancock, Matthew",2016-02-26,2016-03-07,105,"medium, small, sized"
"2086",2086,"28758","To ask the Minister for the Cabinet Office, what the employment rate for adults in England with (a) mental health, (b) physical health and (c) no declared health conditions has been in each year since 2010.","<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>","Berger, Luciana","Labour (Co-op)","Liverpool, Wavertree","Wilson, Rob",2016-02-26,2016-03-02,392,"mental, illness, due"
"2087",2087,"HL6501","To ask Her Majesty’s Government, in the light of the Foreign and Commonwealth Office's guidance <i>Overseas Business Risk – The Occupied Palestinian Territories</i>, what advice they have given to local councils and other public bodies on (1) trade with businesses in the state of Israel, (2) trade with businesses in the Israeli settlements in the Occupied Palestinian Territories (OPTs), (3) trade with Israeli companies that also work in the Israeli settlements in the OPTs, and (4) trade with any company from the UK that also has contracts in the Israeli settlements in the OPTs.","<p>On 17 February, the Government published procurement guidance for public authorities that makes clear that boycotts in public procurement are inappropriate and may be illegal outside where formal legal sanctions, embargoes and restrictions have been put in place by the UK Government. It is general guidance for public authorities on contracting with suppliers from WTO countries.</p>","Baroness Tonge","Not found",NA,"Lord Bridges of Headley",2016-02-26,2016-04-19,601,"israel, settlements, palestinian"
"2088",2088,"HL6438","To ask Her Majesty’s Government what has been the average cost to the public purse of a parliamentary by-election since 2010.","<p>The average (mean) cost to the public purse of a Parliamentary by-election since 2010 is £228,964. This comprises two main elements: the costs incurred by Returning Officers in running the poll; and the cost of delivering election mailings produced by candidates. The costs of running the three most recent by-elections, for which the Returning Officer’s expenses have not yet been settled, have not been factored into this average figure.</p>","Lord Browne of Belmont","Not found",NA,"Lord Bridges of Headley",2016-02-25,2016-03-10,170,"purse, cost, public"
"2089",2089,"HL6455","To ask Her Majesty’s Government whether they will give guidance to local authorities about the limits on their powers to engage in political boycotts overseas.","<p>On 17 February, the Crown Commercial Service (CCS) published procurement guidance for public authorities that makes clear that boycotts in public procurement are inappropriate outside where formal legal sanctions, embargoes and restrictions have been put in place by the UK Government.</p><p>This new guidance gives no consideration to matters of common law, which is a matter for the courts. However, the guidance makes it clear that local level boycotts can be unlawful and lead to severe penalties against the contracting authority and the Government.</p>","Lord Lester of Herne Hill","Not found",NA,"Lord Bridges of Headley",2016-02-25,2016-03-15,610,"limited, paid, companies"
"2090",2090,"HL6481","To ask Her Majesty’s Government, further to the Written Answer by Lord Bridges of Headley on 25 February (HL6124), what is their definition of ""political campaigning and lobbying"", and how they expect charities to establish that any expenditure on such campaigning and lobbying is funded exclusively from their own resources.","<p>The Cabinet Office's interim guidance on applying the new clause in government grant agreements can be found online at:<br>https://www.gov.uk/government/publications/interim-guidance-on-applying-a-new-clause-in-government-grant-agreements<br> <br>Grant agreements are routinely subject to conditions, as well as a monitoring/audit process. The new grant clause builds on those existing processes</p><p><br>The new clause has successfully been trialled by the Department for Communities and Local Government over the last 12 months.</p>","Lord Beecham","Not found",NA,"Lord Bridges of Headley",2016-02-25,2016-03-17,600,"bridges, headley, written"
"2091",2091,"28634","To ask the Minister for the Cabinet Office, how many civil law suits have been brought against his Department based either wholly or partially on grounds provided by the Human Rights Act 1998; how many such suits were settled out of court before a court judgment was delivered; and how much such settlements have cost the public purse since 2010.","<p>The Cabinet Office does not hold the information that has been requested as separate data for cases based wholly or partially on the Human Rights Act 1998 are not recorded.</p>","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Hancock, Matthew",2016-02-25,2016-03-04,101,"settled, status, able"
"2092",2092,"28682","To ask the Minister for the Cabinet Office, how much his Department has paid to staff in overtime in each of the last 24 months.","<p>As part of this Government’s transparency agenda, all Departments are required to publish monthly workforce statistics that includes overtime costs. This information is available from the Cabinet Office website at:</p><p><a href=""https://www.gov.uk/government/collections/payroll-costs-and-non-consolidated-pay-data"" target=""_blank"">https://www.gov.uk/government/collections/payroll-costs-and-non-consolidated-pay-data</a></p>","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Hancock, Matthew",2016-02-25,2016-03-04,572,"overtime, paid, staff"
"2093",2093,"28666","To ask the Minister for the Cabinet Office, how many (a) publications, (b) consultation documents and (c) circulars his Department has issued since August 2012; and what the title was of each such publication, consultation document or circular.","<p>Since December 2012 a policy of 'digital by default' has been applied to all Cabinet Office publications. All publications and consultations are published via <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a></p><p>All publications are searchable by date and displayed by title.</p><p>A search of <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a> shows 1110 publications in total since 1st August 2012; this includes 33 consultations.</p><p>For circulars, including newsletters and group emails, an accurate answer could only be provided at disproportionate costs.</p>","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Hancock, Matthew",2016-02-25,2016-03-04,700,"consultation, guidance, recess"
"2094",2094,"28650","To ask the Minister for the Cabinet Office, how many consultants' contracts were terminated early in each of the last six years for which figures are available; and what the cost of each such termination was in each of those years.","<p>The information requested is not held centrally.</p>","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Hancock, Matthew",2016-02-25,2016-03-04,701,"terminal, health, employment"
"2095",2095,"28562","To ask the Minister for the Cabinet Office, what the rate of pay is for cleaners in 10 Downing Street.","<p>All staff and contractors based in Downing Street are paid at least the London Living Wage.</p>","West, Catherine","Labour","Hornsey and Wood Green","Hancock, Matthew",2016-02-25,2016-03-07,702,"cleaners, pay, rate"
"2096",2096,"28618","To ask the Minister for the Cabinet Office, how much his Department spent from the public purse on industrial tribunals in the last 12 months.","<p>In the last 12 months the Cabinet Office has spent £55,786 on legal costs relating to cases that were heard at employment tribunals.</p>","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Hancock, Matthew",2016-02-25,2016-03-04,703,"tribunals, spent, industrial"
"2097",2097,"28532","To ask the Minister for the Cabinet Office, what shared platforms the Government is building or has commissioned to improve the delivery of Government services.","<p>The following platforms have been commissioned or built to improve the delivery of Government services:</p><table><tbody><tr><td><p><strong>Departments</strong></p></td><td><p><strong>Name</strong></p></td></tr><tr><td><p>HMRC Home Office</p></td><td><p><strong>One Government at the Border</strong></p></td></tr><tr><td><p>Ministry of Justice Home Office</p></td><td><p><strong>Digital Justice</strong></p></td></tr><tr><td><p>GDS</p></td><td><p><strong>GOV.UK Verify</strong></p></td></tr><tr><td><p>GDS</p></td><td><p><a href=""http://gov.uk/"" target=""_blank""><strong>GOV.UK</strong></a></p></td></tr><tr><td><p>GDS</p></td><td><p><strong>GOV.UK Pay</strong></p></td></tr><tr><td><p>GDS</p></td><td><p><strong>GOV.UK Notify</strong></p></td></tr><tr><td><p>GDS</p></td><td><p><strong>PaaS / Hosting for digital services</strong></p></td></tr><tr><td><p>DWP HMRC</p></td><td><p><strong>Check your state pension</strong></p></td></tr></tbody></table>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-07,303,"shared, data, across"
"2098",2098,"28527","To ask the Minister for the Cabinet Office, how he plans to reduce the cost per participant of the National Citizen Service.","<p>Consecutive, independent evaluations have demonstrated that National Citizen Service (NCS) delivers value for money and that the cost per participant has fallen since NCS began. In 2013, the NCS Trust, an independent social enterprise, was established to manage NCS and deliver the programme. Cabinet Office is working closely with the NCS Trust to develop their plans to extend NCS to 360,000 young people per year by 2020, whilst ensuring value for money for the taxpayer.</p>","Watson, Tom","Labour","West Bromwich East","Wilson, Rob",2016-02-25,2016-03-01,620,"citizen, participant, national"
"2099",2099,"28482","To ask the Minister for the Cabinet Office, what steps his Department is taking to improve Black and minority ethnic representation in the Senior Civil Service his Department.","<p>The Cabinet Office promotes a number of cross Government talent schemes to Black, Asian and Minority Ethnic (BAME) and disabled staff, to accelerate their promotion to Senior Civil Service roles. This includes Civil Service wide talent schemes such the Future Leaders Scheme (aimed at G6&amp;7 staff) and the Senior Leaders Scheme (aimed at SCS Pay Band 1). Additionally, it promotes development schemes aimed specifically at BAME and disabled staff including the Accelerate talent programme (for SCS) and the Positive Action Pathway (for staff below SCS).</p><p> </p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-02,257,"minorities, ethnic, black"
"2100",2100,"28483","To ask the Minister for the Cabinet Office, how many officials in the private offices group are employed on temporary contracts.","<p>At 31 January 2016, the Private Office Group in my department employed no officials on temporary contracts.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-02,87,"temporary, contracts, employed"
"2101",2101,"28505","To ask the Minister for the Cabinet Office, with reference to the Prime Minister's Oral Statement of 22 February 2016, Official Report, column 35, on the European Council, whether his Department is undertaking planning in the eventuality of a majority leave vote in the EU referendum.","<p>At the February European Council, the Government negotiated a new settlement, giving the United Kingdom a special status in a reformed European Union. The Government's position, as set out by the Prime Minister to the House on 22 February, is that the UK will be stronger, safer and better off remaining in a reformed EU.</p>","Carswell, Douglas","UK Independence Party","Clacton","Penrose, John",2016-02-25,2016-03-02,704,"eventuality, majority, leave"
"2102",2102,"28515","To ask the Minister for the Cabinet Office, what investment his Department has made in software components in the last six months.","<p>The Cabinet Office routinely purchases software components to facilitate business operations and has purchased a number of software components, such as desktop software, document management systems, business applications and software as service components. Details of transactions are listed here: <a href=""https://www.gov.uk/government/collections/cabinet-office-spend-data"" target=""_blank"">https://www.gov.uk/government/collections/cabinet-office-spend-data</a></p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-04,197,"software, medoc, components"
"2103",2103,"28516","To ask the Minister for the Cabinet Office, how many officials in his Department are responsible for coordinating and developing international policy across Government.","<p><del class=""ministerial"">Promoting diversity in the Senior Civil Service is a ministerial responsibility of the Minister for the Cabinet Office. I have had frequent such meetings, and details of Ministers' meetings with external organisations are published routinely and can be found on www. Gov.UK.</del></p><p><ins class=""ministerial"">As part of this Government’s transparency agenda, twice a year all Departments are required to publish an organogram and structure charts that contain information about the roles performed by staff. The latest Cabinet Office organogram is available at <a href=""https://data.gov.uk/organogram/cabinet-office"" target=""_blank"">https://data.gov.uk/organogram/cabinet-office</a> and the latest structure charts may be downloaded at <a href=""https://www.gov.uk/government/collections/cabinet-office-structure-charts"" target=""_blank"">https://www.gov.uk/government/collections/cabinet-office-structure-charts</a>.</ins></p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-04,587,"coordinating, international, centre"
"2104",2104,"28517","To ask the Minister for the Cabinet Office, what steps he has taken to increase the number of public appointments of women in the last three months.","<p>The Government is committed to increasing the diversity of public appointments and​ has an​ aspiration that 50% of new public appointees should be women. We are making ​good ​progress, with 44% of new appointments made to women in 2014-2015 and a higher proportion of all public appointments (new appointments and reappointments) went to women last year than at any other point previously recorded.</p><p>The Centre for Public Appointments in the Cabinet Office supports departments on all issues relating to the diversity of public appointments. Steps we are taking to increase diversity include streamlining the application process​, placing an emphasis on ability over previous experience,​ and increasing awareness of opportunities by using a central website, social media.</p><p>I hosted an event in February for a variety of diversity networks to encourage people from underrepresented groups to apply for Public Appointments and to advertise them in their own networks. The Cabinet Office is also represented at events run by diversity networks to raise awareness of the opportunities available.</p><p> </p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-04,252,"appointed, commissioner, public"
"2105",2105,"28518","To ask the Minister for the Cabinet Office, what steps he has taken to increase the number of public appointments of BAME representation in the last three months.","<p>The Government is committed to increasing the diversity of public appointments. The Centre for Public Appointments in the Cabinet Office supports departments on all issues relating to the diversity of public appointments. Steps we are taking to increase diversity include streamlining the application process​, placing an emphasis on ability over previous experience,​ and increasing awareness of opportunities by using a central website, social media. The Centre for Public Appointments also engages extensively with a variety of diversity networks​ and groups representing the views of ethnic minorities to raise awareness and increase the number of applications coming from BAME candidates and understand any potential issues or barriers.</p><p>I hosted an event in February for a variety of diversity networks to encourage people from underrepresented groups to apply for Public Appointments and to advertise them in their own networks. The Cabinet Office is also represented at events run by diversity networks to raise awareness of the opportunities available.</p><p> </p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-04,252,"appointed, commissioner, public"
"2106",2106,"28436","To ask the Minister for the Cabinet Office, if he will issue a response to EDM 1138, Anti-lobbying Clause in Government Grant Agreements.","<p>The grants clause announced on 6 February prevents recipients of taxpayer-funded grants from using them to lobby rather than for the purposes for which they were given.</p><p>The clause does not prevent grant recipients from meeting with ministers, responding to public consultations or giving evidence to select committees.</p>","Grady, Patrick","Scottish National Party","Glasgow North","Hancock, Matthew",2016-02-25,2016-03-02,583,"clause, antilobby, grant"
"2107",2107,"28476","To ask the Minister for the Cabinet Office, what progress the Government has made on determining how best to collect and track data on socio-economic background in the Civil Service.","<p>On 2 February we published a report by the Bridge Group on socio-economic diversity in the Civil Service’s flagship graduate recruitment programme, the Fast Stream. This report can be accessed from the link at: <a href=""https://www.gov.uk/government/publications/socio-economic-diversity-in-the-fast-stream-the-bridge-report"" target=""_blank"">https://www.gov.uk/government/publications/socio-economic-diversity-in-the-fast-stream-the-bridge-report</a> and my accompanying speech at <a href=""https://www.gov.uk/government/speeches/addressing-inequality-in-the-public-sector-and-beyond-matt-hancock-speech"" target=""_blank"">https://www.gov.uk/government/speeches/addressing-inequality-in-the-public-sector-and-beyond-matt-hancock-speech</a>&quot;</p><p>For the Fast Stream graduate programme and for the Fast Track apprenticeship scheme, we already collect information from candidates about their socio-economic background. We are working to implement the Bridge Group recommendations on the best measures of socio-economic background for these programmes, including collecting home postcode and school attended by applicants, both at age 14. Both of these new data items will be collected for recruitment to Fast Stream and Fast Track for new competitions from 2016.</p><p>We will publish our Social Mobility Strategy for the Civil Service in the Spring, in which we will set out our approach to measuring socio-economic diversity in the wider workforce.</p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-04,372,"socioeconomic, background, senior"
"2108",2108,"28477","To ask the Minister for the Cabinet Office, what steps his Department is taking to improve the representation of employees with a disability in the Senior Civil Service in the Cabinet Office.","<p>The Cabinet Office promotes a number of cross Government talent schemes to Black, Asian and Minority Ethnic (BAME) and disabled staff, to accelerate their promotion to Senior Civil Service roles. This includes Civil Service wide talent schemes such the Future Leaders Scheme (aimed at G6&amp;7 staff) and the Senior Leaders Scheme (aimed at SCS Pay Band 1). Additionally, it promotes development schemes aimed specifically at BAME and disabled staff including the Accelerate talent programme (for SCS) and the Positive Action Pathway (for staff below SCS).</p><p> </p>","Watson, Tom","Labour","West Bromwich East","Hancock, Matthew",2016-02-25,2016-03-02,354,"representation, board, include"
