Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Paterson, Steven","To ask the Minister for the Cabinet Office, how many organisations have been assisted in recovery from cyber-attack by the Cyber Incident Response Team in (a) Scotland, (b) Wales, (c) England and (d) Northern Ireland.",25722,Stirling,2016-02-03,"<p>CERT-UK is the UK National Computer Emergency Response Team. CERT-UK advises organisations on what actions to take in the event of a cyber incident and offers advice and guidance on how to mitigate threats pre and post incident through one to one meetings and through its online sharing platform, the Cyber-security Information Sharing Partnership (CiSP). CERT-UK has dealt with 1170 incidents since its launch in March 2014.</p><p> </p>","Hancock, Matthew",2016-02-11,Scottish National Party
"Paterson, Steven","To ask the Minister for the Cabinet Office, how many organisations have been assisted in recovery from cyber-attack by the Cyber Incident Response Team in each year since that team was established.",25774,Stirling,2016-02-03,"<p>CERT-UK is the UK National Computer Emergency Response Team. CERT-UK advises organisations on what actions to take in the event of a cyber incident and offers advice and guidance on how to mitigate threats pre and post incident through one to one meetings and through its online sharing platform, the Cyber-security Information Sharing Partnership (CiSP). CERT-UK has dealt with 1170 incidents since its launch in March 2014.</p><p> </p>","Hancock, Matthew",2016-02-11,Scottish National Party
"Paterson, Steven","To ask the Minister for the Cabinet Office, what Government departments and agencies are represented on the board of directors of the Centre for Cyber Assessment.",25689,Stirling,2016-02-03,<p>The CCA was avowed in June 2015. We do not comment on security matters.</p>,"Hancock, Matthew",2016-02-10,Scottish National Party
Lord Freyberg,"To ask Her Majesty’s Government, further to the Written Answer by Lord Bridges of Headley on 26 January (HL5030), what historic data they hold on cancer registrations and deaths in England over the past 15 years owing to: (1) C50, malignant neoplasm of breast, (2) C61, malignant neoplasm of prostate, (3) C33-C34, malignant neoplasm of trachea, bronchus and lung, (4) C18-C20, malignant neoplasm of colon and rectum, (5) C43, malignant melanoma of skin, (6) C82-C85, non-Hodgkin’s lymphoma, (7) C67, malignant neoplasm of bladder, (8) C64, malignant neoplasm of kidney, except renal pelvis, (9) C91-C95, leukaemia, (10) C25, malignant neoplasm of pancreas, (11) C54-C55, malignant neoplasm of corpus uteri and uterus, part unspecified, (12) C15, malignant neoplasm of oesophagus, (13) C00-C14, malignant neoplasm of lip, oral cavity and pharynx, (14) C56-C57, malignant neoplasm of ovary and other unspecified female genital organs, (15) C16, malignant neoplasm of stomach, (16) all other neoplasms, (17) tumours listed in (1) to (5) in total, and (18) tumours listed in (6) to (15) in total.",HL5835,NA,2016-02-03,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,Lord Bridges of Headley,2016-02-15,Not found
Lord Freyberg,"To ask Her Majesty’s Government what has been the one-year survival rate for each of the last 15 years with regard to: (1) C50, malignant neoplasm of breast, (2) C61, malignant neoplasm of prostate, (3) C33-C34, malignant neoplasm of trachea, bronchus and lung, (4) C18-C20, malignant neoplasm of colon and rectum, (5) C43, malignant melanoma of skin, (6) C82-C85, non-Hodgkin’s lymphoma, (7) C67, malignant neoplasm of bladder, (8) C64, malignant neoplasm of kidney, except renal pelvis, (9) C91-C95, leukaemia, (10) C25, malignant neoplasm of pancreas, (11) C54-C55, malignant neoplasm of corpus uteri and uterus, part unspecified, (12) C15, malignant neoplasm of oesophagus, (13) C00-C14, malignant neoplasm of lip, oral cavity and pharynx, (14) C56-C57, malignant neoplasm of ovary and other unspecified female genital organs, (15) C16, malignant neoplasm of stomach, (16) all other neoplasms; and what were the weighted average one-year survival rates for those tumours listed in (1) to (5), and those tumours listed in (6) to (15).",HL5836,NA,2016-02-03,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,Lord Bridges of Headley,2016-02-15,Not found
"Percy, Andrew","To ask the Minister for the Cabinet Office, what the mortality rate from cancer has been in (a) Brigg and Goole constituency, (b) Yorkshire and Humber and (c) England in the last 15 years.",193620,Brigg and Goole,2014-03-25,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p><p> </p>,"Hurd, Nick",2014-03-31,Conservative
Lord Lester of Herne Hill,"To ask Her Majesty’s Government, further to the Written Answer by Lord Bridges of Headley on 3 February (HL4852), whether they aim to release the official records from 1987 relating to the ban on the publication of <i>Spycatcher</i> that year; and if not, when they expect those records will be released to the National Archives under the 20-year rule.",HL5939,NA,2016-02-04,"<p>As set out in my answer to the noble Lord on 3 February, the Cabinet Office is actively reviewing its remaining 1987 and 1988 files and is seeking to complete this work as quickly as possible. It would be premature to comment about what will be released until this work is complete.</p>",Lord Bridges of Headley,2016-02-22,Not found
Baroness Rebuck,"To ask Her Majesty’s Government which literacy charities they have provided with funding over the last five years, and how much funding they have provided in each case.",HL5952,NA,2016-02-04,"<p>We have undertaken a thorough search of our records in the Department for Education and contacted the Department of Culture, Media and Sport, the Department for International Development, the Department for Business Innovation and Skills, the Department for Health and the Ministry of Justice. The list below sets out the results of this search:</p><p>The National Literacy Trust - £1,485,145</p><p>Centre for Literacy in Primary Education - £1,450</p><p>Book Trust - £34,716,302</p><p>The Reading Agency - £2,652,880</p><p>Developments in Literacy Trust UK - £249,995</p><p>The government is committed to improving literacy. We have introduced a new, more rigorous national curriculum which includes greater focus on reading. The national curriculum for English places a greater focus on reading and requires pupils to study a range of books, poems and plays to develop a life-long love of literature. Through reading and writing pupils will have an opportunity to develop intellectually, spiritually and socially, and develop a life-long love of culture.</p><p>Between September 2011 and October 2013, the Department for Education provided £23.7 million in match funding to over 14,000 primary schools, enabling them to buy systematic synthetic phonics products and training. In 2012 we introduced a phonics screening check at age 6 so that teachers can intervene early to help children catch up with their reading.</p><p>In November 2015 we announced the introduction of a year 7 resit test for pupils who did not achieve the expected standard at key stage 2 in reading or maths. Since September 2014 we have required 16-19 year olds not holding good passes in GCSE maths to continue to work towards them. This resulted in 7,500 more students aged 17 and above securing A*-C GCSE Maths last summer.</p>",Lord Nash,2016-03-08,Not found
"Haigh, Louise","To ask the Minister for the Cabinet Office, how much his Department has spent on legal advice relating to the Debt Market Integrator.",25992,"Sheffield, Heeley",2016-02-04,"<p>The total spend on legal fees, including external legal advice, relating to the Debt Market Integrator for 2014/15 and 2015/16 is £3,123,332.</p><p>DMI has collected in excess of £22m up to end December 2015.</p>","Hancock, Matthew",2016-02-11,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, what recent estimate he has made of the amount spent on consultancy support for Independent Shared Services Centres; and for what reasons the consultants were so engaged.",25998,"Sheffield, Heeley",2016-02-04,<p>No external consultancy support is funded by the Cabinet Office to the Independent Shared Services Centres directly to support operations.</p>,"Hancock, Matthew",2016-02-10,Labour
"Ferrier, Margaret","To ask the Minister for the Cabinet Office, what the estimated total cost to the public purse is of the Independent Commission on Freedom of Information review of the Freedom of Information Act 2000.",25935,Rutherglen and Hamilton West,2016-02-04,<p>I refer the hon. Member to the answer I gave to the hon. Member for Sheffield Central on 19 October 2015 to UIN: 10764.</p>,"Hancock, Matthew",2016-02-11,Scottish National Party
"Ferrier, Margaret","To ask the Minister for the Cabinet Office, what the cost to the public purse has been of the Independent Commission on Freedom of Information since its establishment.",25936,Rutherglen and Hamilton West,2016-02-04,<p>I refer the hon. Member to the answer I gave to the hon. Member for Sheffield Central on 19 October 2015 to UIN: 10764.</p>,"Hancock, Matthew",2016-02-11,Scottish National Party
"Loughton, Tim","To ask the Minister for the Cabinet Office, how many teenagers have (a) commenced and (b) graduated a National Citizenship Service programme in each of the last five years.",25909,East Worthing and Shoreham,2016-02-04,"<p>Since National Citizenship Service (NCS) began, over 200,000 young people have taken part in this life changing opportunity. NCS is the fastest growing youth movement in this country for a century, with a 46% increase in the number of participants between 2013 and 2014.</p><table><tbody><tr><td><p><strong>Year</strong></p></td><td><p><strong>Participants Commence NCS</strong></p></td><td><p><strong>Participants Graduated</strong></p></td></tr><tr><td><p>2011</p></td><td><p>8,400</p></td><td><p>6,800</p></td></tr><tr><td><p>2012</p></td><td><p>26,000</p></td><td><p>22,600</p></td></tr><tr><td><p>2013</p></td><td><p>39,600</p></td><td><p>32,300</p></td></tr><tr><td><p>2014</p></td><td><p>57,800</p></td><td><p>50,900</p></td></tr></tbody></table><p>The participant figures for 2015 will be published with the 2015 evaluation in due course.</p>","Wilson, Rob",2016-02-09,Conservative
"Loughton, Tim","To ask the Minister for the Cabinet Office, how much has been spent on the National Citizenship Service programme in each of the last five years.",25910,East Worthing and Shoreham,2016-02-04,<p>The Autumn 2015 Spending Review announced over £1 billion to expand the National Citizen Service and the ambition is for NCS to cover 60% of all 16 year olds by 2020/21. The following table shows the funding provided by Government for the delivery of NCS since the programme commenced.</p><table><tbody><tr><td><p><strong>Year</strong></p></td><td><p><strong>Government Funding</strong></p></td></tr><tr><td><p>2011/12</p></td><td><p>£21 million</p></td></tr><tr><td><p>2012/13</p></td><td><p>£62 million</p></td></tr><tr><td><p>2013/14</p></td><td><p>£84 million</p></td></tr><tr><td><p>2014/15</p></td><td><p>£130 million</p></td></tr></tbody></table>,"Wilson, Rob",2016-02-09,Conservative
"Loughton, Tim","To ask the Minister for the Cabinet Office, what recent assessment of the value for money of the National Citizenship Service his Department has commissioned or reviewed.",25911,East Worthing and Shoreham,2016-02-04,"<p>Value for money assessments take place yearly as part of the independent evaluation of the National Citizen Service (NCS).</p><p>The most recent 2014 evaluation shows that every £1 spent on NCS generates up to £3.98 of social benefits. This figure quantifies a range of benefits, including the time participants spend volunteering on their social action projects.</p><p>It is estimated by the NCS Trust that NCS participants have volunteered 8 million hours since the programme began in 2011.</p>","Wilson, Rob",2016-02-09,Conservative
"Loughton, Tim","To ask the Minister for the Cabinet Office, by what method his Department assesses the financial returns of the  National Citizenship Service; and if he will make a statement.",25912,East Worthing and Shoreham,2016-02-04,"<p>National Citizen Service (NCS) Trust receives an annual grant from Cabinet Office. In line with National Audit Office recommendations, the NCS Trust delivers an Annual Reconciliation Statement setting out how funds have been spent. The Cabinet Office publishes details of NCS funding in its Annual Report and the programme is independently evaluated to assess impact and value for money.</p><p> </p>","Wilson, Rob",2016-02-09,Conservative
"Murrison, Dr Andrew","To ask the Minister for the Cabinet Office, what steps he is taking to ensure that charities report surplus funds awarded to them by the Government.",25855,South West Wiltshire,2016-02-04,<p>All charities in receipt of government grants should submit a final budget reconciliation to the grant giver at the end of the grant demonstrating how all funds have been spent on the activities specified in the grant letter. The Cabinet Office’s published standard terms and conditions of the grant includes the right to recover the grant if it has not been used for the purposes and activities agreed or if terms and conditions have not been met.</p>,"Wilson, Rob",2016-02-12,Conservative
"Murrison, Dr Andrew","To ask the Minister for the Cabinet Office, what proportion of the National Citizen Service participants are from (a) independent schools and (b) BME backgrounds.",25854,South West Wiltshire,2016-02-04,"<p>National Citizen Service attracts young people from all backgrounds and walks of life. The latest evaluation showed that 27% of NCS participants were from non-white backgrounds compared with 19% of the comparable general population. Data is not currently held on the proportion of young people from independent schools participating in NCS. However, the Trust will begin to collect this detail this coming summer. Independent schools such as Dulwich College, Leicester Grammar, James Allen's Girls School and Hymers College, along with others, are referring pupils to NCS. NCS is also now featured on the new Independent State Schools Partnership website (<a href=""http://www.schoolstogether.org/"" target=""_blank"">www.schoolstogether.org</a>).</p>","Wilson, Rob",2016-02-11,Conservative
"Newlands, Gavin","To ask the Minister for the Cabinet Office, how much the Government has spent on debt collection activity in each of the last seven years.",25948,Paisley and Renfrewshire North,2016-02-04,<p>This information is not held centrally. Individual departments are responsible for managing their own debt.</p>,"Hancock, Matthew",2016-02-15,Scottish National Party
"Ghani, Nusrat","To ask the Minister for the Cabinet Office, what the cancer mortality rate was in (a) Wealden constituency and (b) East Sussex in each of the last 10 years.",25960,Wealden,2016-02-04,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2016-02-10,Conservative
Lord Dobbs,To ask Her Majesty’s Government how many statutory instruments were laid before Parliament in each session since the 1997 General Election.,HL5960,NA,2016-02-08,"<p>The Human Fertilisation and Embryology Authority (HFEA) publishes on its website the inspection report relating to a licence renewal application and the minutes of the Licence Committee’s decision. It does not publish other information associated with a licence application.</p><p> </p><p>The Human Fertilisation and Embryology Act 1990 (as amended) permits the genetic modification of embryos in research, subject to an HFEA licence. As the regulator, the HFEA’s responsibility is to apply the test in the legislation, namely that the research is necessary or desirable for any of the purposes specified in the Act and that the use of embryos is necessary. The Licence Committee has added a condition to the licence that no research using genome editing may take place until it has received approval from an NHS Research Ethics Committee.</p>",Lord Prior of Brampton,2016-02-11,Not found
Baroness Smith of Basildon,"To ask Her Majesty’s Government what advice has been provided this session to ministers or senior officials in (1) HM Treasury, (2) the Department for Business, Innovation and Skills, (3) the Department for Education, (4) the Department for Energy and Climate Change, (5) the Department for Health, and (6) the Department for Work and Pensions, about whether to use secondary legislation or primary legislation for significant legislation.",HL5972,NA,2016-02-08,<p>Details of the proposals for restricting in-work benefits for EU nationals will be subject to further negotiation and we cannot speculate on these.</p>,Lord O'Neill of Gatley,2016-02-22,Not found
"Onn, Melanie","To ask the Minister for the Cabinet Office, on how many occasions government departments have paid bills to small and medium-sized businesses more than 60 days after the date the invoice was received since 2010-11.",26110,Great Grimsby,2016-02-05,<p>I refer the hon. Member to the answer I gave to her on 5 February 2016 to UIN: 25347.</p>,"Hancock, Matthew",2016-02-10,Labour
"Boswell, Phil","To ask the Minister for the Cabinet Office, whether any proposed special advisers have failed security vetting since May 2010.",26090,"Coatbridge, Chryston and Bellshill",2016-02-05,<p>It has been the policy of successive governments not to comment about the individuals subject to security vetting.</p>,"Hancock, Matthew",2016-02-15,Not found
"Boswell, Phil","To ask the Minister for the Cabinet Office, what his Department's policy is on when to inform Parliament about changes to pay grades of special advisers in any ministerial department.",26091,"Coatbridge, Chryston and Bellshill",2016-02-05,<p>Annually.</p>,"Hancock, Matthew",2016-02-15,Not found
"Boswell, Phil","To ask the Minister for the Cabinet Office, how often his Department publishes details of special advisers and their pay grades during a Parliament.",26092,"Coatbridge, Chryston and Bellshill",2016-02-05,<p>Annually.</p>,"Hancock, Matthew",2016-02-15,Not found
"Onn, Melanie","To ask the Minister for the Cabinet Office, what the total value is of the bills government departments have paid to private businesses more than 60 days after the date the invoice was received since 2010-11.",26111,Great Grimsby,2016-02-05,<p>I refer the hon. Member to the answer I gave to her on 5 February 2016 to UIN: 25347.</p>,"Hancock, Matthew",2016-02-10,Labour
"Onn, Melanie","To ask the Minister for the Cabinet Office, what the total value is of the bills that government departments have paid to small businesses more than 60 days after the date the invoice was received since 2010-11.",26112,Great Grimsby,2016-02-05,<p>I refer the hon. Member to the answer I gave to her on 5 February 2016 to UIN: 25347.</p>,"Hancock, Matthew",2016-02-10,Labour
"Cunningham, Alex","To ask the Minister for the Cabinet Office, pursuant to the Answer of 28 January 2016 to Question 23778, on civil servants: pensions, and with reference to his letter to the hon. Member for Stockton North of 7 January 2016, for what reason a deduction was made from the refund on the Principal Civil Service Pension of the constituent referred to in that letter.",26061,Stockton North,2016-02-05,"<p>Like other occupational pension schemes, the Principal Civil Service Pension Scheme (PCSPS) is required by law to provide a widow’s pension, in respect of service from 6 April 1978, whenever a member dies and leaves an eligible widow – irrespective of when that marriage took place. To cover the risk of the scheme having to pay a widow’s pension in respect of a marriage that took place after a member leaves service, a non-refundable insurance-type premium is deducted from the refund of members of the classic section of the PCSPS who remain single throughout service. This premium is a type of group insurance against the specific risk of a member dying and leaving an eligible widow/widower.</p>","Hancock, Matthew",2016-02-15,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, with reference to his Department's spending data for October 2014, for what reasons IPSOS Mori was engaged on the business case for Efficiency and Reform Group fraud, error and debt.",26048,"Sheffield, Heeley",2016-02-05,"<p>Ipsos MORI were commissioned by the Grants Efficiency Programme to conduct research to help us to further understand the make-up of the complex grants landscape across 17 central government departments. The study consisted of 81 interviews, which investigated a range of randomly selected grants. Interviews were held with a cross-section of Grant Managers between 15th July and 12th September 2014.</p><p>The qualitative and quantitative findings from this research were used to help develop a baseline for calculating the benefits of various proposed interventions aimed at improving the administration of government grants, which were included in The Grants Efficiency Programme’s outline business case. The business case received support from ministers across government and the Grants Efficiency Programme is working with departments to deliver better information and to increase capability, in relation to grants, by the Spring.</p><p> </p>","Hancock, Matthew",2016-02-11,Labour
"Onwurah, Chi","To ask the Minister for the Cabinet Office, when the Public Sector Transparency Board last met.",26056,Newcastle upon Tyne Central,2016-02-05,<p>The Public Sector Transparency Board has been replaced with the Data Steering Group.</p>,"Hancock, Matthew",2016-02-11,Labour
"Wilson, Corri","To ask the Minister for the Cabinet Office, if the Government will review the operation of the Lord Lyon King of Arms Act 1592 in respect of the restrictions it places on the granting of arms.",26017,"Ayr, Carrick and Cumnock",2016-02-05,"<p>Following representations from Ruth Davidson MSP and others, and the strength of feeling concerning the Ayr united and Airdrieonians Football clubs, we have considered the matter and concluded that the judicial functions of the Lord Lyon are devolved to the Scottish Parliament under paragraph 2 of Part 1 of Schedule 5 to the Scotland Act 1998. Accordingly, any question in relation to the judicial functions of the Lord Lyon is for Holyrood rather than Westminster.</p><p> </p>","Penrose, John",2016-04-11,Scottish National Party
"Haigh, Louise","To ask the Minister for the Cabinet Office, what cyber-security training civil servants are required to undertake (a) as part of their induction and (b) during their employment.",26039,"Sheffield, Heeley",2016-02-05,"<p>All civil servants undertake information security training; including the e-learning course, &quot;Responsible for Information&quot; as part of their induction and as a yearly refresher, plus further training as necessary.</p>","Hancock, Matthew",2016-02-15,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, if he will estimate the cost to the public purse of (a) agency workers and (b) directly employed staff in the civil service at each grade in each year since 2010.",26040,"Sheffield, Heeley",2016-02-05,"<p>All this information is publically available on <a href=""http://gov.uk/"" target=""_blank"">GOV.UK</a>.</p>","Hancock, Matthew",2016-02-15,Labour
"Godsiff, Roger","To ask the Minister for the Cabinet Office, what criteria and pay grades his Department uses to decide on pay rises for political aides and special advisors.",26025,"Birmingham, Hall Green",2016-02-05,"<p>All public servants, including special advisers, are subject to an overall 1% pay remit.</p>","Hancock, Matthew",2016-02-10,Labour
"Ferrier, Margaret","To ask the Minister for the Cabinet Office, pursuant to the Answer of 4 February 2016 to Question 25009, what proportion of people in the Senior Civil Service were based in London in each year since 2010.",26217,Rutherglen and Hamilton West,2016-02-08,"<p>The Civil Service requires a variety of skills and professions within its workforce and many senior civil servants, by nature of their remit, work closely with Ministers, which is why the majority of these positions are based in London.</p><p>The proportion of SCS based in London has remained relatively stable from 2010 to 2015.</p><table><tbody><tr><td><p>1<sup>st</sup> April 2010</p></td><td><p>65.1%</p></td></tr><tr><td><p>1<sup>st</sup> April 2011</p></td><td><p>65.0%</p></td></tr><tr><td><p>1<sup>st</sup> April 2012</p></td><td><p>65.5%</p></td></tr><tr><td><p>1<sup>st</sup> April 2013</p></td><td><p>63.9%</p></td></tr><tr><td><p>1<sup>st</sup> April 2014</p></td><td><p>65.4%</p></td></tr><tr><td><p>1<sup>st</sup> April 2015</p></td><td><p>67.0%</p></td></tr></tbody></table><p>Although the proportion has increased, this represents an overall decrease in headcount, from 2,840 at 1<sup>st</sup> April 2010 to 2,660 at 1<sup>st</sup> April 2015.</p>","Hancock, Matthew",2016-02-15,Scottish National Party
"Stephens, Chris","To ask the Minister for the Cabinet Office, what assurances the Government Digital Service seeks from its contractors and suppliers that they are fully compliant with their UK tax obligations.",26226,Glasgow South West,2016-02-08,<p>All contractors and suppliers are required to confirm that they are compliant with UK tax obligations in order to compete for contracts with the Cabinet Office<strong>. </strong></p>,"Hancock, Matthew",2016-02-16,Scottish National Party
"Campbell, Gregory","To ask the Minister for the Cabinet Office, how many insurance claims have been lodged as a result of accidents occurring during participation in the National Citizen Service since the establishment of that scheme.",26228,East Londonderry,2016-02-08,"<p>The National Citizen Service Trust works with the Cabinet Office to deliver (NCS) in England. There have been no accidents that the NCS Trust is aware of where insurance claims have been lodged.</p><p>The NCS delivery partner within Northern Ireland, Co-operation Ireland, has also confirmed that it has not received any correspondence from insurance companies in regards to claims relating to NCS accidents.</p><p>The Cabinet Office coordinated a pilot programme in Wales in 2014 and is not aware of any resulting insurance claims by participants.</p>","Wilson, Rob",2016-02-11,Democratic Unionist Party
"Kinahan, Danny","To ask the Minister for the Cabinet Office, what steps the Government is taking to develop (a) the British-Irish Council, (b) the British-Irish Intergovernmental Conference and (c) other such east-west structures.",26301,South Antrim,2016-02-08,"<p>The UK Government hosted the most recent British-Irish Council (BIC) Summit, in London, on 27 November 2015. At the Summit, the Council agreed a set of principles to make sure the BIC work sectors continue to deliver value for all Member Administrations. The UK Government is working with the other BIC Member Administrations to implement this work and will report back at future Summits. Further information can be found in the summit communique:</p><p><a href=""http://www.britishirishcouncil.org/sites/default/files/communiqu%C3%A9s/London%20271115%20Communique.pdf"" target=""_blank"">http://www.britishirishcouncil.org/sites/default/files/communiqu%C3%A9s/London%20271115%20Communique.pdf</a></p><p>The Government continues to operate the structures of the British-Irish Intergovernmental Conference in line with international agreements. There are no plans to develop its use. The UK enjoys a strong relationship with the Republic of Ireland.</p><p>To ensure that we continue to build on this strong foundation, the Prime Minister holds an annual summit with the Taoiseach at which they discuss mutual challenges and opportunities to work on issues of common interest. This is supported by an annual summit in the autumn between the Permanent Secretaries of the UK Government and Irish Government, which oversees and takes forward a joint work programme between the UK and Ireland governments.</p>","Letwin, Oliver",2016-02-15,Ulster Unionist Party
"Jenkin, Bernard","To ask the Minister for the Cabinet Office, whether his Department has established a group or unit to deal with the Government approach to the forthcoming EU referendum.",26361,Harwich and North Essex,2016-02-08,"<p>There is a long established secretariat in the Cabinet Office that deals with all European matters, including the renegotiation. This has been expanded in recent weeks to reflect the increased workload resulting from the renegotiation.</p>","Penrose, John",2016-02-11,Conservative
"Shannon, Jim","To ask the Minister for the Cabinet Office, what the emergency response plans are in the event of Russia firing a nuclear bomb.",26344,Strangford,2016-02-08,"<p>We live in an unpredictable world and if a threat to the UK were to arise from a nuclear-armed adversary, we would seek to ensure that they were deterred from using nuclear weapons by convincing them that the costs to them of doing so greatly outweighed any gains they could hope to make.</p><p>Other chemical, biological, radiological and nuclear threats are considered as part of the National Security Risk Assessment and this is reflected in the Strategic Defence and Security Review 2015. The Government’s approach to preparing for emergencies is to prepare for the common consequences of a range of civil emergencies. This is supplemented with proportionate planning and capability building for the highest impact and most concerning risks, of which a nuclear terrorist attack in the UK is one.</p>","Letwin, Oliver",2016-02-11,Democratic Unionist Party
"Knight, Julian","To ask the Minister for the Cabinet Office, what recent progress he has made in reducing the rate of unemployment.",26213,Solihull,2016-02-08,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2016-02-12,Conservative
"Campbell, Alan","To ask the Minister for the Cabinet Office, when he expects to receive the report and recommendations of the investigation headed by Sir Eric Pickles on electoral fraud.",26483,Tynemouth,2016-02-09,"<p>Sir Eric Pickles will make his recommendations as soon as he is able. 66 written submissions are under consideration, as well as evidence provided in meetings with specific people and at a seminar of academics, stakeholder organisations and political parties.</p>","Penrose, John",2016-03-02,Labour
"Whately, Helen","To ask the Minister for the Cabinet Office, pursuant to the Answer of 11 September 2015 to Question 8466, how many additional extended ministerial offices have since been established.",26492,Faversham and Mid Kent,2016-02-09,<p>An Extended Ministerial Office (EMO) is also being established in the Scotland Office.</p>,"Hancock, Matthew",2016-02-15,Conservative
"Reed, Jamie","To ask the Minister for the Cabinet Office, what incentives are in place to encourage major infrastructure projects to use steel manufactured in the UK.",26451,Copeland,2016-02-09,"<p>The Government is committed to addressing any barriers that prevent UK steel suppliers from competing effectively for public sector contracts.</p><p>The Government adopted new rules on public procurement last year to offer greater flexibility around social and economic considerations, alongside best value for money, in Government procurement activities.</p><p>In line with this, all departments are required to implement new guidelines, which we published on 30 October, on how government buyers should source steel for major projects so that the true value of UK steel is taken into account in major procurement decisions.</p>","Hancock, Matthew",2016-02-23,Labour
"Stephens, Chris","To ask the Minister for the Cabinet Office, how many days' work were lost to industrial action taken by employees of the Government and its agencies in each year since 2010.",26575,Glasgow South West,2016-02-09,<p>The information requested falls within the responsibility of the UK Statistics Authority. I have asked the Authority to reply.</p>,"Wilson, Rob",2016-02-22,Scottish National Party
"Stephens, Chris","To ask the Minister for the Cabinet Office, what assurances the Government Digital Service obtains from potential contractors and suppliers on the level of their compliance with UK tax obligations.",26573,Glasgow South West,2016-02-09,<p>I refer the hon. Member to the answer I gave him on 16 February 2016 to UIN: 26226.</p>,"Hancock, Matthew",2016-02-22,Scottish National Party
"Qureshi, Yasmin","To ask the Minister for the Cabinet Office, what scrutiny the Major Projects Authority has given to the Emergency Services Mobile Communications Programme.",194002,Bolton South East,2014-03-26,"<p>The Major Projects Authority (MPA) has been applying MPA assurance processes to the Emergency Services Mobile Communications Programme (ESMCP) including a Project Assessment Review and Gateway Reviews. Further information on the ESMCP Programme is available at the link below:</p><p>https://www.gov.uk/government/publications/the-emergency-services-mobile-communications-programme</p><p>Delivery Confidence Assessment ratings are supplied according to the MPA's Transparency Policy which is on the Cabinet Office website. The policy allows for non-disclosure of information which should properly remain confidential, for example where it is market sensitive or necessary to safeguard national security.</p><p>This will be in line with the principles of the Freedom of Information Act 2000 which is available at: https://www.gov.uk/government/publications/major-projects-transparency-policy-and-exemptions-guidance</p><p>The DCA for ESMCP was not revealed in MPA's first annual report last year in line with the above policy. The next annual report of the MPA is due to be published in May.</p><p> </p>","Maude, Francis",2014-04-02,Labour
"Qureshi, Yasmin","To ask the Minister for the Cabinet Office, what Red, Amber, Green ratings the Major Projects Authority has given to the Emergency Services Communications Programme.",194003,Bolton South East,2014-03-26,"<p>The Major Projects Authority (MPA) has been applying MPA assurance processes to the Emergency Services Mobile Communications Programme (ESMCP) including a Project Assessment Review and Gateway Reviews. Further information on the ESMCP Programme is available at the link below:</p><p>https://www.gov.uk/government/publications/the-emergency-services-mobile-communications-programme</p><p>Delivery Confidence Assessment ratings are supplied according to the MPA's Transparency Policy which is on the Cabinet Office website. The policy allows for non-disclosure of information which should properly remain confidential, for example where it is market sensitive or necessary to safeguard national security.</p><p>This will be in line with the principles of the Freedom of Information Act 2000 which is available at: https://www.gov.uk/government/publications/major-projects-transparency-policy-and-exemptions-guidance</p><p>The DCA for ESMCP was not revealed in MPA's first annual report last year in line with the above policy. The next annual report of the MPA is due to be published in May.</p><p> </p>","Maude, Francis",2014-04-02,Labour
"Haigh, Louise","To ask the Minister for the Cabinet Office, pursuant to the Answer of 18 January 2016 to Question 21746, what estimate he has made of the value of Integrated Debt Services Limited; and how much the private sector partner paid to purchase their 75 per cent stake in Indresser.",26596,"Sheffield, Heeley",2016-02-09,<p>The value of Integrated Debt Services Limited and the amount that the private sector partner subscribed for their 75% stake in Indesser are both considered to be commercially sensitive and cannot be shared.</p>,"Hancock, Matthew",2016-02-22,Labour
"Vaz, Keith","To ask the Minister for the Cabinet Office, how many Government contracts have been given to Airwave; and what the (a) value and (b) duration is of each such contract.",194011,Leicester East,2014-03-26,"<p>Since January 2011, as part of the Government's transparency programme, details of contracts above the value of £10,000 are published on Contracts Finder at:</p><p><a href=""https://www.gov.uk/contracts-finder"" target=""_blank"">https://www.gov.uk/contracts-finder</a></p><p> </p>","Hurd, Nick",2014-04-02,Labour
"Thomas, Gareth","To ask the Minister for the Cabinet Office, if he will take steps to encourage the Government Procurement Service to adopt (a) UN Global Compact and (b) ILO standards; and if he will make a statement.",193994,Harrow West,2014-03-26,"<p>This Government's procurement policy is to award contracts on the basis of value for money, which means the optimum combination of cost and quality over the lifetime of the project.</p><p>The Public Services (Social Value) Act 2012 requires commissioners to consider the economic, environmental and social benefits of their approaches to procurement before the process starts, at the pre-procurement stage.</p><p>Wider socio-economic criteria can be taken into account at tender evaluation stage if they relate directly to the subject matter of a contract from the point of view of the contracting authority.</p><p> </p>","Hurd, Nick",2014-03-31,Labour (Co-op)
