"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"420",420,"23591","To ask the Attorney General, what his policy is on use of the charge of treason; and what is his Department's guidance on sentencing those charged and convicted of that offence.","<p>In all cases referred for a charging decision, the Crown Prosecution Service uses whichever offence is appropriate to the facts of the case. Modern criminal offences, including terrorism offences, usually offer a better chance of a successful conviction than a prosecution for treason would. Prosecutions for treason are therefore extremely rare and there is no applicable guidance from the Sentencing Council. The maximum sentence for treason is life imprisonment and it would be for the Courts to determine the appropriate sentence in an individual case, having regard to any analogous case law.</p>","Kawczynski, Daniel","Conservative","Shrewsbury and Atcham","Buckland, Robert",2016-01-21,2016-01-26,9,"convicted, reasons, rape"
"421",421,"HL5166","To ask Her Majesty’s Government what are the implications of the police indicating to a person being interviewed under caution that no further action will be taken due to insufficient, or a lack of, evidence.","<p>The implications in such circumstances are detailed in a written answer on 31 March 1993 by the then Attorney General (Sir Nicholas Lyell), as outlined below.</p><p><em>The fundamental consideration remains that individuals should be able to rely on decisions taken by the prosecuting authorities. The policy of the Director of Public Prosecutions is that a decision to terminate proceedings or not to prosecute should not, in the absence of special circumstances, be altered once it has been communicated to the defendant or prospective defendant unless it was taken and expressed to be taken because the evidence was insufficient. In such a case it would be appropriate to reconsider the decision if further significant evidence were to become available at a later date especially if the alleged offence is a serious one.</em></p><p><em>Special circumstances which might justify departure from this policy include: </em></p><p><em>(1) rare cases where reconsiderations of the original decision show that it was not justified and the maintenance of confidence in the criminal justice system requires that a prosecution be brought notwithstanding the earlier decision; and </em></p><p><em>(2) those cases where termination has been effected specifically with a view to the collection and preparation of the necessary evidence which is thought likely to become available in the fairly near future. In such circumstances the CPS will advise the defendant of the possibility that proceedings will be re-instituted. (Official Report, Col’s 200-201).</em></p><p>Following this written answer and further written ministerial statements, the Crown Prosecution Service has produced guidance for prosecutors to follow concerning the exercise of the CPS discretion to institute, reinstitute or continue proceedings after a suspect has been informed by the police or CPS of a decision not to prosecute. The above mentioned Written Statements are detailed below and are published in the Official Report.</p><p><strong>WMS – Crown Prosecutors Code - 22 February 2010. Column WS64, Baroness Scotland of Asthal. </strong></p><p><strong>WMS - Reconsidering a Prosecution Decision (CPS Guidance) - 31 October 2012, Col 15WS, Rt. Hon Dominic Grieve </strong></p><p><strong>WMS – Victim’s Right to Review - 5 June 2013, Col 99WS, Rt. Hon Dominic Grieve</strong></p>","Attlee, Earl","Not found",NA,"Lord Keen of Elie",2016-01-19,2016-02-02,81,"caution, processed, action"
"422",422,"23175","To ask the Attorney General, how many prosecutions have been brought under the Fraud Act 2006 in each year since 2009.","<p>The Crown Prosecution Service (CPS) does not maintain a central record of the number of prosecutions brought under the Fraud Act 2006. However, records are held showing the overall number of offences charged in which a prosecution commenced in the magistrates’ courts (the distinction being that some prosecutions involved multiple offences). These figures are detailed in the following table:</p><br /><table><tbody><tr><td><p>Year</p></td><td><p>Number of offences charged under the Fraud Act 2006 in which a prosecution commenced in the magistrates’ court*</p></td></tr><tr><td><p>2009-10</p></td><td><p>27,759</p></td></tr><tr><td><p>2010-11</p></td><td><p>29,592</p></td></tr><tr><td><p>2011-12</p></td><td><p>28,164</p></td></tr><tr><td><p>2012-13</p></td><td><p>26,581</p></td></tr><tr><td><p>2013-14</p></td><td><p>25,832</p></td></tr><tr><td><p>2014-15</p></td><td><p>26,113</p></td></tr></tbody></table><p><em>* Data Source: CPS management information system</em></p><br /><p>The Serious Fraud Office (SFO) investigates and, where appropriate, prosecutes the topmost tier of serious or complex fraud cases. The SFO charges offences under the most appropriate legislation in each investigation, and not only the Fraud Act.</p><br /><p>The number of individuals charged by the SFO for offences under the Fraud Act (2006) is shown in the table below.</p><br /><table><tbody><tr><td><p>Year</p></td><td><p>Number of individuals charged under the Fraud Act 2006*</p></td></tr><tr><td><p>2009</p></td><td><p>5</p></td></tr><tr><td><p>2010</p></td><td><p>7</p></td></tr><tr><td><p>2011</p></td><td><p>2</p></td></tr><tr><td><p>2012</p></td><td><p>2</p></td></tr><tr><td><p>2013</p></td><td><p>4</p></td></tr><tr><td><p>2014</p></td><td><p>1</p></td></tr><tr><td><p>2015</p></td><td><p>6</p></td></tr></tbody></table><p><em>* This type of casework information for the years prior to 2012 was not collated centrally in the same way and so the information for these years reflects the records from the time. </em></p>","Fuller, Richard","Conservative","Bedford","Buckland, Robert",2016-01-19,2016-01-27,52,"2006, 07, borough"
"423",423,"22960","To ask the Attorney General, what steps he plans to take in response to the findings of the report, entitled Communicating with victims, published by HM Crown Prosecution Service Inspectorate in January 2016.","<p>On the day of the report the Crown Prosecution Service (CPS) agreed to act on each of the three recommendations made.</p><ul><li>The CPS is already conducting a review of overall support to victims and witnesses with the police and agreeing our respective roles in communication will form part of this review;</li><li>The CPS will ensure that the quality assurance checks of communications from the Victim Liaison Units (VLUs) are improved through guidance and training; and</li><li>The CPS will seek to improve both the flagging of substantial alterations in appropriate cases and the systems for notification of the VLUs.</li></ul><p>In addition, the CPS has already taken action to address a range of issues identified in the report. For example, they have redeployed more paralegal staff and managers to Crown Courts to ensure that there are sufficient staff to support victims and witnesses. When rollout is complete around 350 paralegal staff and managers will be based at Crown Courts across England and Wales. The CPS is also introducing new guidance on Speaking to Witnesses at Court which will improve the service provided and is currently operating in a number of pathfinder sites. It will be rolled out across the country by summer 2016.</p><p>The CPS is also reviewing the resourcing of VLUs to ensure that sufficient staff are in place to manage the workload of those units.</p>","Jarvis, Dan","Labour","Barnsley Central","Buckland, Robert",2016-01-18,2016-01-22,25,"crown, service, prosecute"
"424",424,"22916","To ask the Attorney General, what discussions he has had with the CPS about the findings of the Flynn Report on the neglect of older people living in care homes in Wales.","<p>The evidence in relation to Operation Jasmine has been carefully considered by the Crown Prosecution Service (CPS) and they have concluded that there is insufficient evidence to provide a realistic prospect in accordance with the Code for Prosecutors.</p><p>The Director of Public Prosecutions noted the findings of the Flynn report. She has previously considered and responded to the specific recommendation that the CPS refer the case to the Special Crime Division but considered that to be neither necessary or appropriate given that the Special Crime Division was involved in the original decision making.</p><br />","Jones, Gerald","Labour","Merthyr Tydfil and Rhymney","Buckland, Robert",2016-01-18,2016-01-25,64,"online, neglect, flynn"
"425",425,"22918","To ask the Attorney General, if he will discuss with the Director of Public Prosecutions the findings of the Flynn Report on the neglect of older people living in care homes in Wales and the disciplinary decisions of the Nursing and Midwifery Council about three of the nurses involved in that neglect; and if he will ask the Director of Public Prosecutions to reconsider the decision not to bring any criminal prosecutions in relation to the findings of operation Jasmine.","<p>The evidence in relation to Operation Jasmine has been carefully considered by the Crown Prosecution Service (CPS) and they have concluded that there is insufficient evidence to provide a realistic prospect in accordance with the Code for Prosecutors.</p><p>The Director of Public Prosecutions noted the findings of the Flynn report. She has previously considered and responded to the specific recommendation that the CPS refer the case to the Special Crime Division but considered that to be neither necessary or appropriate given that the Special Crime Division was involved in the original decision making.</p><br />","Jones, Gerald","Labour","Merthyr Tydfil and Rhymney","Buckland, Robert",2016-01-18,2016-01-25,64,"online, neglect, flynn"
"426",426,"22550","To ask the Attorney General, how many defibrillators are provided in each building the Law Officers' Departments manage.","<p>Staff in the Government Legal Department (GLD) and HM Crown Prosecution Service Inspectorate who are based at One Kemble Street, have access to two defibrillators which are held by the landlord in their reception areas. GLD client based staff have access to whatever provision is made by those who manage the buildings occupied by their host Department.</p><p>The Attorney General’s Office does not currently have access to a defibrillator in its 20 Victoria Street office.</p><p>The Serious Fraud Office has access to two automated external defibrillators at their offices in Cockspur Street.</p><p>The Crown Prosecution Service does not provide defibrillators in any of its buildings. However, some staff may have access to defibrillators provided by other tenants or the buildings managing agent in buildings that they occupy.</p>","Percy, Andrew","Conservative","Brigg and Goole","Buckland, Robert",2016-01-14,2016-01-22,75,"building, law, departmental"
"427",427,"22400","To ask the Attorney General, if he will review Norman James' case as raised in the letter from the hon. Member for Torfaen of 15 June 2015 to take account of recent developments in that case.","<p>My office has no plans to conduct a review into this matter. The specific allegations raised by Mr James are ones that would be more appropriate to the police to investigate rather than the Crown Prosecution Service for which I am answerable to this House and which in any event does not have any investigatory powers.<strong><br> </strong></p>","Thomas-Symonds, Nick","Labour","Torfaen","Buckland, Robert",2016-01-13,2016-01-18,95,"member, letter, norman"
"428",428,"22432","To ask the Attorney General, pursuant to his contribution of 16 September 2015, Official Report, columns 384-5WH, on Alan Richards and Kashif Shabir: SFO, what the threshold is for an investigation by the Serious Fraud Office.","<p>The Serious Fraud Office (SFO) takes on the most serious or complex fraud cases, including cases of bribery or corruption. In considering whether to take on an investigation, the Director of the SFO applies his Statement of Principle, which includes consideration of:</p><br /><ul><li>whether the apparent criminality undermines UK PLC commercial or financial interests in general and in the City of London in particular,</li><li>whether the actual or potential financial loss involved is high,</li><li>whether actual or potential economic harm is significant,</li><li>whether there is a significant public interest element, and</li><li>whether there is new species of fraud</li></ul><br /><p>The SFO also pursues criminals for the financial benefit they have made from their crimes, and assists overseas jurisdictions with their investigations into serious and complex fraud, bribery and corruption cases.</p>","Irranca-Davies, Huw","Labour","Ogmore","Buckland, Robert",2016-01-13,2016-01-20,29,"serious, fraud, bribery"
"429",429,"22123","To ask the Attorney General, whether he has had discussions with his Northern Ireland counterparts on the recent case of Pastor James McConnell.","<p>The Attorney General and I have not had any discussions on Pastor McConnell’s case with the Attorney General for Northern Ireland or the Public Prosecution Service. The decision to prosecute was a matter for the Public Prosecution Service.</p>","Shannon, Jim","Democratic Unionist Party","Strangford","Buckland, Robert",2016-01-12,2016-01-20,38,"ireland, northern, dr"
"430",430,"21934","To ask the Attorney General, what contingency arrangements the Law Officers' Departments have made for the eventuality of a majority leave vote in the upcoming EU referendum.","<p>I refer the Hon. Member to the answer given to question <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2016-01-11/21952/"" target=""_blank"">21952</a> by my Rt. Hon Friend the Prime Minister on the 14<sup>th</sup> January.</p><br />","Loughton, Tim","Conservative","East Worthing and Shoreham","Wright, Jeremy",2016-01-11,2016-01-14,26,"eu, uk, leave"
"431",431,"21908","To ask the Attorney General, what recent steps the CPS has taken to improve the conviction rate for violence against women and girls.","<p>I refer the Hon. Member to the answer I gave to the oral question from the Rt. Hon. Member for Delyn earlier today</p>","Cadbury, Ruth","Labour","Brentford and Isleworth","Buckland, Robert",2016-01-11,2016-01-14,92,"violence, girl, sexual"
"432",432,"21855","To ask the Attorney General, how many people have been prosecuted under the (a) Communications Act 2003, (b) Malicious Communications Act 1988 and (c) Protection from Harassment Act 1997 for offences committed online.","<p>The Crown Prosecution Service (CPS) does not maintain a central record to show the number of prosecutions involving defendants prosecuted specifically for criminal activity on-line. This information could only be obtained by examining CPS case files, which would incur disproportionate cost.</p>","Morris, Grahame","Labour","Easington","Buckland, Robert",2016-01-11,2016-01-18,33,"section, act, protection"
"433",433,"21854","To ask the Attorney General, how many people have been prosecuted under the (a) Communications Act 2003, (b) Malicious Communications Act 1988 and (c) Protection from Harassment Act 1997 in each of the last five years.","<p>The Crown Prosecution Service (CPS) does not maintain a central record of the number of defendants prosecuted for offences brought by way of the Communications Act 2003, the Malicious Communications Act 1988 and the Protection from Harassment Act 1997. This information could only be obtained by examining CPS case files, which would incur disproportionate cost.</p><br /><p>However, information is held identifying the number of offences during the past five years in which a prosecution commenced and reached a first hearing at magistrates’ courts, rather than the number of defendants prosecuted, this is detailed in the following table.</p><br /><table><tbody><tr><td><p><strong>Year</strong></p></td><td><p><strong>Communications Act 2003</strong></p></td><td><p><strong>Malicious Communications Act 1988</strong></p></td><td><p><strong>Protection from Harassment Act 1997</strong></p></td></tr><tr><td><p><strong>2010-2011</strong></p></td><td><p>2,916</p></td><td><p>1,273</p></td><td><p>16,707</p></td></tr><tr><td><p><strong>2011-2012</strong></p></td><td><p>3,125</p></td><td><p>1,301</p></td><td><p>18,588</p></td></tr><tr><td><p><strong>2012-2013</strong></p></td><td><p>2,920</p></td><td><p>1,250</p></td><td><p>19,319</p></td></tr><tr><td><p><strong>2013-2014</strong></p></td><td><p>2,134</p></td><td><p>1,210</p></td><td><p>22,668</p></td></tr><tr><td><p><strong>2014-2015</strong></p></td><td><p>2,556</p></td><td><p>1,586</p></td><td><p>26,326</p></td></tr><tr><td colspan=""3""><p>Data Source: CPS Case Management Information System</p></td></tr></tbody></table><br /><p>There is no indication of the final prosecution outcome, of if the charged offence was the substantive charge at the time of finalisation. It is also often the case that an individual defendant is charged with more than one offence.</p>","Morris, Grahame","Labour","Easington","Buckland, Robert",2016-01-11,2016-01-18,33,"section, act, protection"
"434",434,"903029","To ask the Attorney General, what recent steps the Crown Prosecution Service has taken to improve the conviction rate for rape and domestic violence.","<p>I refer the Hon. Member to the answer I gave to the oral question from the Hon. Member for Delyn earlier today.</p>","Hodgson, Sharon","Labour","Washington and Sunderland West","Buckland, Robert",2016-01-11,2016-01-14,36,"violence, domestic, rape"
"435",435,"21543","To ask the Attorney General, what steps the Crown Prosecution Service is taking to improve the number of successful prosecutions for human trafficking offences.","<p>The Crown Prosecution Service (CPS) has issued guidance to strengthen prosecutions in support of the introduction of the Modern Slavery Act 2015. The CPS continues to deliver joint training with the police. The increased awareness and emphasis on working with the police to build stronger cases should lead to an improvement in the number of successful prosecutions.</p><br /><p>The Director of Public Prosecutionsis hosting a summit with the Heads of the Prosecution Services in the UK and the Lord Advocate for Scotland in February 2016 to launch joint commitments to provide a more robust UK response to human trafficking and slavery.</p>","Smith, Henry","Conservative","Crawley","Buckland, Robert",2016-01-07,2016-01-13,91,"human, rights, trafficking"
"436",436,"21435","To ask the Attorney General, pursuant to the Answer of 5 January 2016 to Question 20564, how many people were charged with jury (a) intimidation and (b) tampering in each of the last five years.","<p>Section 51 of the Criminal Justice and Public Order Act 1994 creates two offences:</p><p>S.51(1) creates an offence directed at acts against a person who assists in an investigation of an offence or who is a witness or potential witness or juror or potential juror whilst an investigation or trial is in progress</p><p>S.51(2) creates an offence directed at acts against a person who assisted in an investigation of an offence or who was a witness or juror after an investigation or trial has been concluded.</p><p>The records held by the Crown Prosecution Service (CPS) identify the number of offences in which a prosecution commenced and reached a first hearing in the magistrates’ courts, rather than the number of defendants prosecuted. A single defendant may be prosecuted for multiple offences.</p><p>The number of offences charged under s.51(1) and s.51(2) are as follows:</p><br /><table><tbody><tr><td><p><br></p></td><td><p><br></p></td><td><p>2010-2011</p></td><td><p>2011-2012</p></td><td><p>2012-2013</p></td><td><p>2013-2014</p></td><td><p>2014-2015</p></td></tr><tr><td><p>Criminal Justice and Public Order Act 1994 51(1)</p></td><td><p>Intimidate a witness / juror</p></td><td><p>3,275</p></td><td><p>2,630</p></td><td><p>2,148</p></td><td><p>2,066</p></td><td><p>2,202</p></td></tr><tr><td><p>Criminal Justice and Public Order Act 1994 51(2)</p></td><td><p>Do an act which harmed a witness / juror</p></td><td><p>102</p></td><td><p>166</p></td><td><p>99</p></td><td><p>72</p></td><td><p>109</p></td></tr><tr><td><p>Criminal Justice and Public Order Act 1994 51(2)</p></td><td><p>Threaten a witness / juror</p></td><td><p>240</p></td><td><p>172</p></td><td><p>118</p></td><td><p>122</p></td><td><p>129</p></td></tr></tbody></table><br /><p>The proportion of CPS cases that result in a guilty plea has increased from 67.2% in 10/11 to 74.5% in 14/15 which means that there are fewer cases that are likely to be subject to the sorts of acts covered by s.51(1) during the course of the prosecution.</p><p>Also, s.51(1) covers intimidation of juror or potential jurors. The number of crown court trials have also been reducing over the period in question by 9.5%, again resulting in fewer cases where S.51(1) offences are likely to apply.</p>","Slaughter, Andy","Labour","Hammersmith","Buckland, Robert",2016-01-07,2016-01-13,69,"people, work, possession"
"437",437,"21085","To ask the Attorney General, how many people of each gender work in the Law Officers' Departments.","<p>The total number of staff employed by the Law Officers’ Departments by gender is detailed in the following table:</p><br /><table><tbody><tr><td><p><strong></strong> <strong>Department</strong></p></td><td colspan=""2""><p><strong></strong> <strong>Headcount (as at 31<sup>st</sup> December 2015)</strong> <strong></strong></p></td></tr><tr><td><p><strong></strong></p></td><td><p><strong>Female</strong> <strong></strong></p></td><td><p><strong>Male</strong></p></td></tr><tr><td><p>Attorney General’s Office</p></td><td><p>23</p></td><td><p>15</p></td></tr><tr><td><p>Government Legal Department</p></td><td><p>1227</p></td><td><p>788</p></td></tr><tr><td><p>HM Crown Prosecution Service Inspectorate</p></td><td><p>17</p></td><td><p>16</p></td></tr><tr><td><p>Crown Prosecution Service</p></td><td><p>3853</p></td><td><p>2069</p></td></tr><tr><td><p>Serious Fraud Office</p></td><td><p>183</p></td><td><p>227</p></td></tr></tbody></table>","Kendall, Liz","Labour","Leicester West","Buckland, Robert",2016-01-05,2016-01-11,69,"people, work, possession"
"438",438,"20819","To ask the Attorney General, pursuant to the Answer of 15 December 2015 to Question 19543, how many of those prosecutions for human trafficking resulted in a conviction.","<p>During 2014-2015 the CPS prosecuted 187 defendants for offences connected with human trafficking. 130 of these defendants were convicted at a conviction rate of 69.5%.</p>","Field, Mark","Conservative","Cities of London and Westminster","Buckland, Robert",2016-01-04,2016-01-07,91,"human, rights, trafficking"
"439",439,"20112","To ask the Attorney General, what the cost to the public purse has been since December 2014 of the Government defending cases which have been appealed to the European Court of Justice following a ruling in the Royal Courts or the Supreme Court of England and Wales.","<p>Cases are not appealed to the Court of Justice of the European Union from UK courts but they can ask for preliminary rulings on a point of European law from the Court of Justice of the European Union.</p><p>The amount of disbursements paid by the Government for Counsel’s fees and for travel and accommodation costs for hearings in requests for a preliminary ruling to the Court of Justice of the European Union from United Kingdom Courts since December 2014 was £33,288.42.</p><p>This includes requests for preliminary rulings made by UK Tribunals, but not other legal proceedings in the CJEU in which the UK Courts and Tribunals have played no part. It does not include disbursements incurred but not yet paid, the cost of government lawyers and other staff involved in these cases within the Government, or costs incurred in relation to the domestic aspects of the proceedings, which are not centrally recorded.</p>","Rosindell, Andrew","Conservative","Romford","Buckland, Robert",2015-12-14,2015-12-22,49,"purse, cost, public"
"440",440,"20018","To ask the Attorney General, pursuant to the Answer of 19 November 2015 to Question 15443, for what reason the (a) Government Legal Department's expenditure on temporary agency staff and (b) Crown Prosecution Service's expenditure on (i) consultants and (ii) non-payroll staff increased between 2010-11 and 2014-15.","<p>The Government Legal Department (GLD) provides legal services to government. It engages temporary and contract staff as a way of managing short term variations in demand. Where an increase in demand for legal services is expected to continue for the medium or long term, the department will use temporary staff to resource the work until permanent staff can be recruited. The increase in temporary staff from 2010-11 to 2014-15 reflects increased demand for legal services and the growth of GLD as a result of the Shared Legal Services programme that has brought into one organisation legal teams from across government. As a result overall staff numbers have increased by 69% between 2010-11 and 2014-15.</p><p>As outlined in the previous answer the actual expenditure incurred by the Crown Prosecution Service (CPS) on consultants and non-payroll staff between 2010-11 and 2014-15 was as follows.</p><table><tbody><tr><td><p>Year</p></td><td><p>Consultants</p></td><td><p>Non-payroll staff</p></td></tr><tr><td><p>2010/11</p></td><td><p>£684,314</p></td><td><p>£392,968</p></td></tr><tr><td><p>2011/12</p></td><td><p>£13,347</p></td><td><p>£23,355</p></td></tr><tr><td><p>2012/13</p></td><td><p>£9,793</p></td><td><p>£2,861</p></td></tr><tr><td><p>2013/14</p></td><td><p>£960</p></td><td><p>£273,935</p></td></tr><tr><td><p>2014/15</p></td><td><p>£0</p></td><td><p>£1,350,317</p></td></tr></tbody></table><p>Between 2010-11 and 2014-15 the CPS has actually reduced its expenditure on consultants by £684,314.</p><p>In 2014-15 the CPS set up a project to manage the transition from its existing main Information Technology service provider. The Project Manager and remaining team are non-CPS staff, and their costs of £1,350,317 were the only non-payroll staff costs incurred last year.</p>","McKinnell, Catherine","Labour","Newcastle upon Tyne North","Buckland, Robert",2015-12-14,2016-01-04,30,"progress, expenditure, made"
"441",441,"19543","To ask the Attorney General, how many alleged human traffickers have been prosecuted by the CPS as a result of calls made to the NSPCC human trafficking and modern slavery helpline between July 2014 and June 2015.","<p>In the last financial year the CPS successfully prosecuted 130 human trafficking cases. However, the CPS does not record how an allegation of human trafficking or modern slavery was brought to the attention of the investigative authorities.</p>","Bruce, Fiona","Conservative","Congleton","Buckland, Robert",2015-12-10,2015-12-15,84,"modern, slavery, increase"
"442",442,"19036","To ask the Attorney General, what discussions he has had with the Secretaries of State for Defence and International Development on ensuring that full and proper account is taken of the importance of international humanitarian law in areas of potential conflict and war.","<p>I meet regularlywith Ministerial colleagues to discuss important issues of common interest, including on international humanitarian law. I am not able to talk about any legal content of those discussions because, by convention, whether the Law Officers have given advice or not is not disclosed outside Government. All legal advice provided by the Law Officers is confidential and subject to legal professional privilege.</p>","Pritchard, Mark","Conservative","The Wrekin","Wright, Jeremy",2015-12-07,2015-12-10,70,"account, one, factors"
"443",443,"HL4223","To ask Her Majesty’s Government whether the Attorney General has approved the rules of engagement for the RAF bombing of Syria, and whether he will be consulted regularly to ensure that such military action is carried out in accordance with the Geneva Conventions.","<p>As the Prime Minister has repeatedly made clear, in carrying out any military action in Syria, the Government will at all times act in accordance with the law.</p><p>In line with the longstanding Law Officers’ Convention, reflected in both the Cabinet Manual and the Ministerial Code, I am unable to provide specific details as to the role of the Attorney General in this matter.</p>","Lord Morris of Aberavon","Not found",NA,"Lord Keen of Elie",2015-12-03,2015-12-14,47,"running, carried, raf"
"444",444,"18455","To ask the Attorney General, what factors the Crown Prosecution Service takes into account when assessing the reliability of evidence which is more than 30 years old.","<p>Evidence is assessed in accordance with the Code for Crown Prosecutors in arriving at a decision whether to prosecute a case. A prosecutor will look at whether the evidence is admissible in court, its importance in relation to the evidence as a whole, its reliability, accuracy, integrity and credibility. It is the duty of prosecutors to make sure that the right person is prosecuted for the right offence and to bring offenders to justice wherever possible. In doing so a prosecutor must be satisfied that there is sufficient evidence for a realistic prospect of conviction and that a prosecution is in the public interest.</p>","Kinahan, Danny","Ulster Unionist Party","South Antrim","Buckland, Robert",2015-12-02,2015-12-10,70,"account, one, factors"
"445",445,"18484","To ask the Attorney General, pursuant to the Answer of 24 November 2015 to Question 16871, what the budget allocated to the Specialist Fraud Division was in each of the last six years.","<p>The budget allocated to the Specialist Fraud Division in each of the last six years was:</p><br /><p>2009/10 - £7.3m</p><p>2010/11 - £23.4m</p><p>2011/12 - £22.1m</p><p>2012/13 - £26.8m</p><p>2013/14 - £25.6m</p><p>2014/15 - £23.6m</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2015-12-02,2015-12-07,54,"specialist, disqualified, criminal"
"446",446,"18485","To ask the Attorney General, pursuant to the Answer of 24 November 2015 to Question 16871, how many full-time equivalent staff worked in the Specialist Fraud Division in each of the last six years.","<p>The number of full-time equivalent (FTE) staff that have worked in the Specialist Fraud Division in each of the last six years is shown below.</p><br /><p>March 2010 - 142 FTE</p><p>March 2011 - 134 FTE</p><p>March 2012 - 138 FTE</p><p>March 2013 - 258 FTE</p><p>March 2014 - 233 FTE</p><p>March 2015 - 230 FTE</p><br /><p>Note: The figures presented above reflect staff in post on 31 March of each year.</p>","Thornberry, Emily","Labour","Islington South and Finsbury","Buckland, Robert",2015-12-02,2015-12-07,54,"specialist, disqualified, criminal"
"447",447,"18494","To ask the Attorney General, on how many occasions a special adviser in the Law Officers' Departments accompanied a Minister on an overseas trip since May 2015.","<p>None. The Attorney General's Office does not employ any special advisers.</p><br />","Ashworth, Jonathan","Labour (Co-op)","Leicester South","Buckland, Robert",2015-12-02,2015-12-08,96,"special, gpt, project"
"448",448,"18371","To ask the Attorney General, how many and what proportion of prosecutions involved more than one perpetrator in the latest year for which information is available.","<p>The Crown Prosecution Service (CPS) does not maintain a central record of the number of prosecutions involving more than one defendant. This information could only be obtained by examining CPS case files, which would incur disproportionate cost.</p>","Davies, Philip","Conservative","Shipley","Buckland, Robert",2015-12-01,2015-12-07,32,"involved, perpetrator, sexual"
"449",449,"17757","To ask the Attorney General, how much of the Law Officers' Departments funding allocated in the Spending Review 2015 will be for research and development expenditure up to 2020.","<p>Spending Review 2015 set out settlements for departments and showed how the government will deliver on its priorities, eliminate the deficit, and deliver security and opportunity for working people.</p><p>Final decisions on internal departmental funding allocations for future years, including for research and development, have not yet been made.</p>","Blackwood, Nicola","Conservative","Oxford West and Abingdon","Buckland, Robert",2015-11-26,2015-12-03,1,"nonexecutive, director, review"
"450",450,"17921","To ask the Attorney General, what training the Law Officers' Departments have provided to staff on the family test; what other steps he has taken to raise awareness of the family test among staff of the Law Officers' Departments; and if he will make a statement.","<p>The Government Legal Department provides training to all lawyers within the Government Legal Service, Attorney General’s Office and HM Crown Prosecution Service Inspectorate, and hosted a training session on the legal implications of The Family Test in May 2015. While training places were prioritised for lawyers advising the Department for Work and Pensions (DWP), all government lawyers were eligible to apply.</p><p>In addition, the training committee within the DWP legal advisers will consider the inclusion of further training on The Family Test in response to any further needs identified.</p><p>The Serious Fraud Office and Crown Prosecution Service are not directly involved in frontline policy development and whilst they are aware of the published DWP guidance on applying the test, no specific training has been deemed necessary at this stage. However, they would of course apply the test should the need arise.</p>","Ansell, Caroline","Conservative","Eastbourne","Buckland, Robert",2015-11-26,2015-12-03,17,"refer, raise, commission"
"451",451,"902353","To ask the Attorney General, what recent steps the Crown Prosecution Service has taken to improve the conviction rate for rape and domestic violence.","<p>The CPS has taken a number of steps to improve the conviction rate for rape and domestic violence cases. These include refocusing resources to strengthen Rape and Serious Sexual Offences Units, extensive training on rape for prosecutors, an update of the domestic abuse legal guidance and closer working with the police in rape cases including the provision of early investigative advice.</p>","Harris, Carolyn","Labour","Swansea East","Buckland, Robert",2015-11-23,2015-11-26,36,"violence, domestic, rape"
"452",452,"902357","To ask the Attorney General, what recent discussions he has had with the Prime Minister on the information provided to Parliament on the legal basis for supporting coalition air strikes in Syria.","<p>I refer the Hon Member to the oral answer I gave to the Hon Member for Kilmarnock and Loudoun (Alan Brown) earlier today.</p><br />","Kane, Mike","Labour","Wythenshawe and Sale East","Wright, Jeremy",2015-11-23,2015-11-26,39,"legal, prime, syria"
"453",453,"902355","To ask the Attorney General, what steps he has taken to promote pro bono work amongst members of the legal profession in the last 12 months.","<p>The Attorney General and I chair two co-ordinating committees that bring together leading organisations dedicated to promoting the delivery of pro bono legal services by members of the legal profession, in conjunction with the voluntary sector in England and Wales and internationally.</p><p>Earlier this month, we took part in a range of events during National Pro Bono week, which is now regarded as an important annual national event and is supported by the legal professions, voluntary sector and law schools.</p><p>Over the past 12 months, we have supported a number of projects borne out of the co-ordinating committees, that we believe reinforce how important the pro bono movement is – not just domestically, but internationally as well.</p>","Bruce, Fiona","Conservative","Congleton","Buckland, Robert",2015-11-23,2015-11-26,28,"understanding, bono, pro"
"454",454,"16813","To ask the Attorney General, what steps the CPS has recently taken to improve its support for (a) child witnesses and (b) people with learning disabilities who give evidence in criminal proceedings.","<p>The Crown Prosecution Service (CPS) is committed to improving the ‘at court’ experience for all witnesses. The CPS works closely with the police and the voluntary sector to ensure that vulnerable witnesses such as children and people with learning disabilities are well supported through the Criminal Justice System.</p><p>Special measures such as the use of intermediaries, using screens at court and video live links help vulnerable witnesses, including children and people with learning difficulties, to give their best evidence. Recently, the CPS assisted the MoJ in recruiting an additional 105 intermediaries, who play a vital role in facilitating coherent conversations during police interviews and at court. The use of pre-recorded cross-examination has also been successfully piloted and the Lord Chancellor has committed publically to a national roll-out.</p><p>In September, following public consultation, the Director of Public Prosecutions announced the launch of new guidance for prosecutors entitled ‘Speaking to Witnesses at Court’. The aim of this guidance is to set out the role played by prosecutors at or before court in ensuring that witnesses give their best evidence. This will benefit all prosecution witnesses and will help them understand what to expect. These enhanced arrangements will be piloted over the coming months and will be rolled out nationally during 2016.</p>","Smith, Henry","Conservative","Crawley","Buckland, Robert",2015-11-18,2015-11-23,14,"evidence, trial, cps"
