Question_MP,Question_Text,Question_ID,MP_Constituency,Question_Date,Answer_Text,Answer_MP,Answer_Date,Party
"Onwurah, Chi","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to support the commemoration of the contribution of the armed services by supporting veterans in establishing new war memorials in churches.",54988,Newcastle upon Tyne Central,2016-11-25,"<p>In February 2015 the Archbishops of Canterbury and York on behalf of the Church of England signed a commitment to support the Armed Forces Corporate Covenant. The Corporate Covenant commits the Church to recognise the need of and care for Armed Forces personnel, veterans and families in their local communities. More information about the commitment to the Corporate Covenant can be found at: <a href=""https://www.churchofengland.org/our-views/international-affairs/armed-forces-covenant.aspx"" target=""_blank"">https://www.churchofengland.org/our-views/international-affairs/armed-forces-covenant.aspx</a></p><p>With regards to commemoration the Church of England plays a significant role both nationally and locally during the season of Remembrance. Across the Church most parishes host memorials to local regiments and provide communities space to mark the contribution of the armed forces and uniformed organisations. In Newcastle, the magnificent East End window at St Nicholas Cathedral, Newcastle, is itself a memorial, installed to give thanks for the preservation of the building during the Second World War. In this period of the WWI centenary the Cathedral has worked with the Coldstream Guards to oversee conservation of their Standards, laid up in the cathedral after WWI. The Church is also working closely with local schools and community groups to help young people build understanding the contribution of all those who have served in armed conflict.</p><p>When considering constructing new memorials the Cathedrals Fabric Commission for England and the Church Buildings Council are able to provide advice to churches. The CFCE has recently been involved in the commissioning of a significant new memorial at Hereford Cathedral, designed by John Maine RA, which will be a tribute to former and current soldiers serving in the SAS. Called <em>Ascension</em> the piece involves a new stained glass window and linked stone sculpture to provide a place for reflection and hope, as well as of remembrance. SAS veterans and serving soldiers were closely involved in its creation.</p><p>The Church Buildings Council has produced a free guide, available on the ChurchCare website, to help churches considering commissioning new art, of which memorials would be one type. This is a practical guide aimed at those with no experience of commissioning art and would be well suited to be used by veterans who wanted to work with a church to produce a memorial: <a href=""http://www.churchcare.co.uk/churches/art-artefacts-conservation/introducing-new-art"" target=""_blank"">http://www.churchcare.co.uk/churches/art-artefacts-conservation/introducing-new-art</a></p><p> </p>","Spelman, Dame Caroline",2016-11-30,Labour
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, pursuant to the Answer of 24 November 2016 to Question 53954, what issues remain which preclude the swift expediting of contracts being exchanged in respect of the disposal of land at Phase 2 Paston Reserve, Peterborough; and if she will make a statement.",55309,Peterborough,2016-11-29,"<p>There are a few remaining commercially sensitive negotiations which are currently taking place between the Church Commissioners for England, Taylor Wimpey plc and the Homes and Communities Agency who jointly own the site at Paston Reserve. The Church Commissioners hope to be in a position to update the Hon member for Peterborough with progress on the development at the meeting they have with his office on the 18<sup>th</sup> January 2017.</p>","Spelman, Dame Caroline",2016-12-02,Conservative
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, (a) what steps the Diocese of Blackburn has taken to work with Caring for God's Acre to map flora and fauna on its Estate, (b) which churches in the Diocese of Blackburn have recorded flora and fauna in churchyards, (c) what notable finds of flora and fauna have been recorded and (d) what plans the Diocese of Blackburn has to take part in the Cherishing Churchyards Week from 3 June to 11 June 2017.",57603,Preston,2016-12-14,"<p>A) The Blackburn Diocese Environment Group are currently in the process of deciding what the future role of the Diocesan Environmental Project Officer will look like. The Diocese of Blackburn has discussed working with ‘Caring for God’s Acre’ and with the current limited resources, the Diocesan Environment Group hopes to undertake a ‘Living Churchyards’ scheme. They are currently exploring the potential of partnership with the local Wildlife Trust and any project will need funding or sponsorship to get underway. The Diocese of Blackburn is fully committed to supporting enquiries into parish energy consumption and to the international ‘Just Water’ campaign.</p><p>B &amp; C) The Diocese does not hold central records of which Churches have recorded notable flora and fauna in their churchyards, this is more likely to be held locally within parishes, the local Wildlife Trusts and Natural England. If funding can be found for the ‘Living Churchyards’ project a more strategic plan can be produced.</p><p>D) The Blackburn Diocese Environment Group plans to encourage individual parishes that have the capacity to participate in Cherishing Churchyards 2017, and hopes to take a more coordinated approach in 2018. Across the Blackburn Diocese work is often undertaken in partnership and so the Diocese would want any project to also involve the land of other faith communities.</p><p> </p>","Spelman, Dame Caroline",2017-01-10,Not found
"Rosindell, Andrew","To ask the right hon. Member for Meriden, representing the Church Commissioners, what work the Church of England is undertaking to tackle indebtedness.",60251,Romford,2017-01-17,"<p>Many local churches across the country are closely involved in tackling indebtedness in their community. In September 2014 of the 1,812 clergy who responded to a Church Urban Fund social action survey, 22% said their church offered debt or money advice. This includes 306 Christians Against Poverty (CAP) debt centres and over 140 Community Money Advice centres, many of them run and/or hosted by Anglican churches. The report can be found here: <a href=""http://www.cuf.org.uk/church-in-action-2015"" target=""_blank"">www.cuf.org.uk/church-in-action-2015</a></p><p>At national level, the Archbishop of Canterbury’s Just Finance Foundation has been set up by the Church of England and Church Urban Fund in order to implement his vision of a more just financial system. The JFF works with credit unions, churches, employers, schools and other community organisations to help strengthen the financial resilience of communities through financial education and improved access to responsible credit and savings opportunities and free debt advice services. Following successful pilots, the Just Finance Network and LifeSavers (school savings club) programme are being rolled out nationally.</p><p> </p><p> </p>","Spelman, Dame Caroline",2017-01-19,Conservative
"Wood, Mike","To ask the right hon. Member for Meriden, representing the Church Commissioners, what estimate the Church Commissioners have made of the potential cost of repairing historic windows in churches.",908246,Dudley South,2017-01-16,"<p>It is extremely difficult to assess the potential costs of repairing specific elements of churches. Often the exact nature of the work to be done is not known until a detailed assessment has been made, something which in itself costs money. Windows are especially vulnerable to wind and weather, as well as isolated cases of vandalism and accidental damage to the glass. Along with roofs they are key areas that must be maintained in order to keep the buildings in use. Stained glass is particularly valuable and unusual – indeed it is the only type of art that also keeps the rain out. The Church of England is aware of a number of local projects to restore and repair windows in the Dudley area, one of the most recent being at St Marks Church, Pensnett, where an appeal for £33,000 was launched by parishioners to restore the masonry around the chancel windows.</p><p>The Church of England does not use its limited resources to assess potential costs in detail because any such survey would be out of date as soon as it was complete. Issues such as available grant funds, availability of specialist contractors and scaffolding, as well as the time of year all affect potential costs. What we do know is that the cost of maintaining these beautiful windows is often more than an individual parish can cover. We are grateful to the Wolfson Foundation, Pilgrim Trust and Radcliffe Trust who all work with our own specialist conservation committees to award valuable grants to churches for works such as repair of stained glass. The www.churchcare.co.uk/churches website provides more information on how to apply for these along with a list of recipients from previous years.</p><p>The London Stained Glass Repository part of the Glaziers Foundation is also a good location for churches looking to replace damaged windows ot install new windows. The Repository rescues good quality glass &amp; seeks to find new homes for it. Stained glass which is under threat from building closure or vandalism is brought to the attention of the Repository, usually by the Church Commissioners.</p>","Spelman, Dame Caroline",2017-01-19,Conservative
"Shannon, Jim","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to support the police in dealing with vulnerable people.",60948,Strangford,2017-01-19,"<p>The Church of England is actively engaging with the police at many levels, especially in providing support for vulnerable people. As senior figures in local civil society bishops often meet with their local Chief Constables, bilaterally and with other community leaders. The Street Pastors movement puts trained volunteers from local churches on the streets where people need practical and other forms of help, often working in partnership with those of other faiths. Following November’s tragic tram crash in Croydon, Street Pastors were deployed for four days, working alongside the British Transport Police, the Metropolitan Police and the Rail Investigation Service, providing pastoral support and escorting people to the main site to lay flowers in the cordoned-off area.</p><p> </p><p>Church of England police chaplains work with the majority of police forces, mostly parish clergy giving their time and energy as volunteers, though a small number are employed full or part-time. Their major contribution is in supporting police officers and staff in the demands of their day-to-day work, but they also engage with local communities and support community cohesion. Chaplains and other volunteers in many places also provide support to those held in police custody, especially vulnerable people.</p><p> </p>","Spelman, Dame Caroline",2017-01-24,Democratic Unionist Party
"Shannon, Jim","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to increase provision of spiritual guidance in prisons.",60949,Strangford,2017-01-19,"<p>Chaplains (both employed and voluntary) work in teams, and in many places these are well supported by local churches and Christian charities. The work of Prison Fellowship, Reflex, Community Chaplaincy and other such organisations is especially important in this regard.</p><p>There is an Anglican chaplaincy presence in every prison. When vacancies arise, dioceses work with the National Offender Management Service to support the process of appointing a suitable person. While Chaplains are employed within NOMS, Church of England Chaplains are licensed by their local bishop and bishops are being encouraged to support chaplains in their areas. Bishops provide endorsement and often convene Diocesan meetings to support those in chaplaincy as well as chaplains attending deanery and diocesan events from time to time. The Bishop to HM Prisons (the Lord Bishop of Rochester) is also working with the Chaplain-General and others about arranging an event specifically for Church of England Chaplains.</p><p>The Bishop to Prisons is also one of the sponsors of a new national initiative called Prison Hope. This has the intention of strengthening the links between chaplaincy, local churches and Christian and wider community organisations. This initiative was launched at HMP Pentonville in October, and will run through 2017 into 2018. It has significant potential to increase the level of prison volunteering, to the benefit of prisoners, those who work in prisons, victims of crime and wider communities.</p><p> </p>","Spelman, Dame Caroline",2017-01-24,Democratic Unionist Party
"Shannon, Jim","To ask the right hon. Member for Meriden, representing the Church Commissioners, if the Church of England will take steps to ensure efforts to tackle theft of lead from church buildings do not lead to reduced accessibility to those buildings.",60950,Strangford,2017-01-19,"<p>The Church of England encourages its churches to take all practical steps to prevent the theft of lead and other items from its churches. In the case of theft of lead the majority of churches undertake deterrent schemes involving the use of smart water, roof alarms and other measures. Grant schemes are in place through the National Churches Trust to help parishes cover the costs of these devices. There are very few cases where the theft of lead has given rise to the need to close a church or reduce access to the building. Research by our insurers has also shown that churches that are open on a daily basis do not suffer any greater risk of theft. In fact simply by being open and encouraging people to use the building or churchyard most parishes in England have found theft is deterred.</p><p> </p>","Spelman, Dame Caroline",2017-01-24,Democratic Unionist Party
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the (a) level of earnings is of the (i) highest and (ii) lowest-paid employee and (b) median earnings are of employees of the Church Commissioners.",62061,Hemsworth,2017-01-27,"<p>The National Church Institutions (NCIs) of the Church of England are made up of five charities which employ staff through a common employment scheme. Information about the pay of members of the NCIs is published in the NCIs annual reports . The Church Commissioners annual report is laid before Parliament and is available in the House of Commons Library.</p><p>The NCIs have two different employment strands: the Church Commissioners Institutional Investment Specialists and the NCI Common Employment Scheme. The 33 staff of the Church Commissioners Insitutional Investment Specialists are paid benchmarked salaries against other institutional investment specialists.</p><p>i) Highest total earnings are £465,584, and include an element of long term incentive payments which pays based on consistent out-performance of the Commissioners’ target investment return over a sustained period of five years.</p><p>ii) Lowest total earnings are £29,359</p><p>iii) Median is £75,050</p><p> </p><p>The NCI Common Employment Scheme covers all other staff directly employed by the NCIs. Outside of the Church Commissioners Investments team, 449 people, have pay managed on a consistent policy, based on job bands. We assess pay levels against other public and third sector employers.</p><p>i) Highest total earnings are £170,239</p><p>ii) Lowest earnings are £17,632</p><p>iii) Median earnings are £38,386.</p><p>Those staff on apprenticeships, internships or training schemes are outside of this pay structure and paid at least national minimum wage.</p><p> </p><p> </p>","Spelman, Dame Caroline",2017-02-03,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, which persons not employed by the Church Commissioners hold security passes entitling them to enter the Church Commissioners premises.",62530,Hemsworth,2017-01-31,<p>The security arrangements at Church House in Westminster ensure that employees of the National Church Institutions (NCIs) have full access to those premises whilst others who may need temporary or limited access are able to enter only those parts of the building that they need to access for their work. The system has recently been upgraded to ensure that the NCIs provides a safe environment for staff and visitors.</p><p> </p>,"Spelman, Dame Caroline",2017-02-06,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the (a) ethnicity, (b) gender, (c) disability status, (d) educational background and (e) socio-economic status is of the three most senior officials of the Church Commissioners.",62877,Hemsworth,2017-02-02,"<p>The three most senior office holders of the Church Commissioners are the First Church Estates Commissioner (Crown Appointment), the Second Church Estates Commissioner (Crown Appointment recommended by Government) and the Third Church Estates Commissioner (Appointed by the Archbishop of Canterbury). This information is published on the website of the Church Commissioners (<a href=""https://www.churchofengland.org/about-us/structure/churchcommissioners/commissioners.aspx"" target=""_blank"">https://www.churchofengland.org/about-us/structure/churchcommissioners/commissioners.aspx</a>) and in the annual report. A copy of the annual report is placed in the House of Commons Library as a matter of public record. The holders of the positions are officeholders, not employees. The National Church Institutions do not hold other demographic data.</p>","Spelman, Dame Caroline",2017-02-06,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the total pay bill was for (a) male and (b) female employees in the Church Commissioners in 2015-16; and what the per capita spend from that pay bill for each man and woman was in that year.",63065,Hemsworth,2017-02-03,"<p>The Church Commissioners have two different employment strands: one for the investments team and one for all other Commissioners’ staff. The total and per capita pay bill spends for men and women in the 2016 calendar year were:</p><p><strong>Staff (excluding investment team):</strong></p><p>Total paybill (gross earnings): £5,873,188</p><p>Male: £3,719,955; per capita (average) £82,666</p><p>Female: £2,153,233; per capita (average): £52,518</p><p> </p><p><strong>Investments team:</strong></p><p>Total paybill (gross earnings): £3,610,872</p><p>Male: £2,387,023; per capita (average) £119,351</p><p>Female: £1,223,849; per capita (average): £94,142</p>","Spelman, Dame Caroline",2017-02-07,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, how many security passes into the Church Commissioners are issued to people (a) not directly employed by and (b) who are not civil servants who work in the Church Commissioners.",63257,Hemsworth,2017-02-06,"<p>Most of the people who work at Church House, Westminster are not employed solely by the Church Commissioners. Staff of the National Church Institutions (NCIs) which include the Church Commissioners are mostly employed jointly by the Institutions.</p><p>In that context I refer the Hon Gentleman to my previous answer to question 62530 answered on 06 February 2017 which stated that only NCI employees enjoy full access to our premises and that other groups have limited and time-limited access. These groups include diocesan bishops, members of General Synod, contractors and tenants.</p><p>A) To date the percentage of passes issued to NCIs staff is 56.24%</p><p>B) None of the staff of the NCIs are civil servants.</p>","Spelman, Dame Caroline",2017-02-08,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, pursuant to the Answer of 3 February 2017 to Question 62530, what the number of security passes issued by the Church Commissioners to people not employed by the Church Commissioners is; what business needs suffice for such a security pass to be granted; and what the number of passes issued to people who work for private companies which have currently or previously been awarded government contracts or which are bidding for such contracts is.",63867,Hemsworth,2017-02-09,"<p>The number of non-staff security passes issued by the National Church Institutions, of which the Church Commissioners are a member, fall into the following categories:</p><p>1. Senior members and staff of the General Synod (Church of England’s Governing Parliament) in the following categories:</p><ul><li><p>’53 Diocesan bishops and elected suffragan bishops’ who make up the House of Bishops. These bishops are members of the General Synod and are issued passes as senior leaders of the Church of England and Chairs of National Church Boards and Councils</p></li><li><p>‘Synod members’ who are Chairs of committees or members of the Archbishops’ Council as the executive body of the General Synod</p></li><li><p>‘Non-staff with specific access’ make up a very small number of people such as the Chaplain to the General Synod</p></li></ul><p>2. 424 other non NCI staff have a specific business case which requires a security pass, these fall into the following categories:</p><ul><li><p>Hospitality Staff</p></li><li><p>Staff of the Corporation of Church House who manage the building</p></li><li><p>Tenants of the building on whose behalf the Church Commissioners are unable to answer</p></li><li><p>Contractors / maintenance staff</p></li><li>A small number of external staff who have been given specific oversight roles such as consultants engaged for specific independent pieces of work</li></ul><p> </p>","Spelman, Dame Caroline",2017-02-20,Labour
"Hendrick, Mark","To ask the right hon. Member for Meriden, representing the Church Commissioners, what plans the Churches Mutual Credit Union (CMCU) has to allow members of religious denominations other than the Church of England and the Catholic churches to become members of the CMCU.",64096,Preston,2017-02-17,"<p>The Churches Mutual Credit Union (CMCU) allows member of the Church of England, Church of Scotland, Methodist Church of Great Britain, Church in Wales, Scottish Episcopal Church, United Reformed Church and Catholic Churches in England &amp; Wales and in Scotland to become members.</p>","Spelman, Dame Caroline",2017-03-01,Not found
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, how many Church Commissioners' staff oversee contracts which have been awarded to external providers.",64993,Hemsworth,2017-02-22,"<p>The Church Commissioners external contracts are managed either in partnership with the other National Church Institutions through shared office services schemes or by the Corporation of Church House, who manage the building.</p><p>Those that fall specifically within the remit of the Church Commissioners are largely located within the Investments Department, who have five members of staff who oversee external contracts within the property investment team and seven members of staff in the investments team.</p><p> </p>","Spelman, Dame Caroline",2017-03-01,Labour
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the procurement spend of Church Commissioners was in each year since 2010.",65678,Hemsworth,2017-02-27,<p>Information relating to the Church Commissioners procurement spend for the 2010-2016 are not held centrally and could only be provided at disproportionate cost.</p>,"Spelman, Dame Caroline",2017-03-01,Labour
"McCartney, Karl","To ask the right hon. Member for Meriden, representing the Church Commissioners, what progress has been made on identifying parish churches suitable for wi-fi and broadband in rural areas.",909030,Lincoln,2017-02-27,"<p>Churches across the Country play an important role in supporting community infrastructure for their local communities. The Diocese of Norwich since 2011 have been the majority shareholder in WiSpire which provides discreet Fixed Wireless Access technology to attach to church towers. This system builds a network of transmitters offering schools, businesses and residents the opportunity to connect to Wi-Fi and broadband particularly in rural areas.</p><p>The Church is in early discussions to expand this provision into the Diocese of St Edmundsbury &amp; Ipswich and Diocese of Ely. Given the geography of the Diocese of Lincoln it may be a suitable candidate for consideration as the project expands as best provision using this system needs direct line of sight. Conversations are also in progress with the Government to test viability of this and other potential schemes across other parts of the country.</p>","Spelman, Dame Caroline",2017-03-02,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Commissioners are taking to assist urban parishes with capital funding for urgent restorative building work.",909029,Peterborough,2017-02-27,"<p>The Church of England highly values the work of the Heritage Lottery Fund in running the Grants for Places of Worship Scheme, a fund which puts £30m a year into UK listed places of worship, of all faiths and denominations. This dedicated scheme takes account of the specific needs of places of worship that are primarily run by volunteers who cannot afford to employ the skills of professional grant-application writers.</p><p> </p><p>The Church has also worked closely with the National Heritage Memorial Fund during the recent Church Roofs Fund scheme that has invested £55m in over 400 places of worship, 300 of which were Anglican churches. This scheme has successfully kept the roof on churches where it was urgently needed in order to keep the building open for its community. This scheme has now ended and we are working with the National Heritage Memorial Fund to evaluate the impact of the scheme across the country.</p><p> </p><p>Given the profound contribution churches make to the social and economic life of the nation it is right that this is recognised in this way, especially as the scheme ensures outcomes from repairs including benefits to local people.</p><p> </p><p>The Church Buildings Council last year awarded just over £600,000 to churches for urgent repairs to buildings and objects including stained glass, sculpture and monuments. This is part of a long-term partnership with the Wolfson Foundation, Pilgrim Trust and Radcliffe Trust. The partnership between Wolfson Foundation, Pilgrim and Radcliffe Trusts has enabled a simple application process and fast response time, making it a relatively small but very valuable resource for struggling parishes. We are actively seeking to secure the future of this fund and increase its grant-giving capacity through the work of our new associated charity, the Anglican Parish Churches Fund.</p><p> </p><p> </p><p> </p><p> </p>","Spelman, Dame Caroline",2017-03-02,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what progress has been made on addressing the financial difficulties at Peterborough Cathedral; and if she will make a statement.",67095,Peterborough,2017-03-08,"<p>In addition to the answer given on 13 October 2016 to question <a href=""https://emea01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fchurchinparliament.org%2F2016%2F10%2F13%2Fchurch-commissioner-question-peterborough-cathedral%2F&amp;data=01%7C01%7Candrew.brown%40churchofengland.org%7C4f0f3753a86545fcf95b08d467bc9066%7C95e2463b3ab047b49ac1587c77ee84f0%7C0&amp;sdata=b97HMUIkpaSHfbHQjypadEUYk23Q%2F1DHerUyF8wuEmg%3D&amp;reserved=0"" target=""_blank"">47672</a>, on 6<sup>th</sup> January 2017 the Bishop of Peterborough issued a visitation charge to the Cathedral Chapter and published his directions to improve governance at the Cathedral. <br>These include:</p><ul><li>A greater degree of accountability for the Chapter</li><li>More involvement of the diocese, especially concerning financial oversight</li><li>The Bishop has the right to attend Chapter meetings, receive meeting minutes and regular financial reporting</li><li>Chapter members will receive increased training to prepare them for their role</li></ul><p>The full charge from the Bishop can be found <a href=""http://www.peterborough-cathedral.org.uk/userfiles/bishops-charge.pdf"" target=""_blank"">http://www.peterborough-cathedral.org.uk/userfiles/bishops-charge.pdf</a></p><p>One of the Cathedral Chapter's actions to address its financial difficulties has been to implement an orderly and phased property sales programme. Several properties are now under offer which will enable Chapter to reduce its borrowings and associated interest payments imminently.</p><p>A new Cathedral Management Team has been established to direct business activities and the Cathedral also plans to hold more events to raise income.</p>","Spelman, Dame Caroline",2017-03-13,Conservative
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what progress has been made by the Church Commissioners in facilitating new housing and school facilities at (a) Phase 2 Paston Reserve, Peterborough and (b) Norwood, Peterborough; and if she will make a statement.",67529,Peterborough,2017-03-13,"<p>Officers from within the Church Commissioners’ Property Investment and Parliamentary Affairs departments met most recently with the Rt. Hon. Member for Peterborough on 18th January 2017. The Church Commissioners have an agreement in relation to land at Paston which means that they and their collaborators must jointly agree upon the terms of any sale to a third-party. Those collaborators include Taylor Wimpey Developments Ltd, Bedfordia Developments Ltd and Old Road Securities Plc.</p><p>The Church Commissioners continue to actively encourage their partners to conclude the necessary due diligence as soon as possible in order to allow the sale to a third-party house builder to take place. Land for a new primary and secondary school can be released once the land sale to a housebuilder has taken place. Officers of the Church Commissioners remain available to update the Rt. Hon. Member for Peterborough as to the progress of those negotiations at any stage.</p>","Spelman, Dame Caroline",2017-03-16,Conservative
"Trickett, Jon","To ask the right hon. Member for Meriden, representing the Church Commissioners, pursuant to the Answer of 1 March 2017 to Question 64993, on procurement, what the pay grades are of the (a) five members of staff in the property investments team and (b) seven members of staff in the investment team.",67944,Hemsworth,2017-03-14,"<p>The staff referred to in Question <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2017-02-22/64993/"" target=""_blank"">64993</a> are not employed in a pay banding system. As previously mentioned in the answer to Question <a href=""http://www.parliament.uk/business/publications/written-questions-answers-statements/written-question/Commons/2017-01-27/62061/"" target=""_blank"">62061</a> the salaries of staff in the investment teams are compared against market data from similar institutional investors each year. We pay in the lower to median quartiles of that data.</p><p> </p>","Spelman, Dame Caroline",2017-03-23,Labour
"Debbonaire, Thangam","To ask the right hon. Member for Meriden, representing the Church Commissioners, what guidance is issued to churches on allowing church premises to be used for yoga classes.",68543,Bristol West,2017-03-20,"<p>The Church of England takes a flexible approach to yoga classes in church halls, with decisions left to the discretion of the local Parochial Church Council. Advice and guidance is available for parishes that are considering hiring their church hall out, which can be found here <a href=""https://www.churchofengland.org/media/59302/NRM%20guidance.doc"" target=""_blank"">https://www.churchofengland.org/media/59302/NRM%20guidance.doc</a></p><p> </p>","Spelman, Dame Caroline",2017-03-23,Labour
"Jackson, Stewart","To ask the right hon. Member for Meriden, representing the Church Commissioners, what discussions she has had with the Diocese of Peterborough on the proposals for alterations to St Botolph's Church in Longthorpe, Peterborough; and if she will make a statement.",70163,Peterborough,2017-03-30,"<p>St Botolph’s in Longthorpe is a 700 year old church. The interior is by no means original, having been altered and changed over the centuries. All parishes that wish to alter their church interiors are required to seek advice and permission from a variety of bodies before a reordering can take place. Parishes undertaking such large scale reordering schemes do not therefore do so lightly. The usual reasons are that the interior no longer serves the needs of the parish and worshiping community. This appears to have been the case at St Botolph’s where members of the congregation need wheelchair access.</p><p>The Church Buildings Council of the Church of England were asked to advise the local Diocesan Advisory Committee in Peterborough when the scheme was initially proposed in 2015 and were supportive of the change. The alterations proposed make reasonable adjustments to the building, which will facilitate the smoother operation of services, funerals and weddings. They will also enable the priest to face the congregation during services, provide wheelchair access and offer a larger children’s area.</p><p>When considering potential alterations, the Church and the Diocesan Consistory Courts must balance the needs of the congregation and parish against any architectural merit the existing furniture or layout may have. When a reordering is done well it often brings with it very positive opportunities for community and congregation to offer new facilities, events and activities, which ultimately bring the Church back to its original purpose to be a space for all in the local community.</p>","Spelman, Dame Caroline",2017-04-18,Conservative
"Hollobone, Philip","To ask the right hon. Member for Meriden, representing the Church Commissioners, if the Church of England will take steps to support initiatives which provide indebted households with financial breathing space.",909692,Kettering,2017-03-30,"<p>The Church of England supports the Breathing Space campaign of The Children’s Society and StepChange. The Church has considerable experience of supporting people in financial difficulty and has for the last four years been actively promoting credit unions and financial education within its school and church networks. <br>Additionally, as part of the Just Finance Foundation, LifeSavers is a national, financial education programme for primary schools, equipping children with the knowledge, skills and attitudes to manage money well and prepare them for the opportunities and challenges that money brings in life.</p><p>It offers schools:<br>• Free and comprehensive sets of classroom and collective worship resources,<br>• CPD training in how to develop a whole school approach to financial education<br>• advice on setting up a school savings club<br>• ideas for engaging parents designed to give children a practical experience of handling money and ensure that positive messages about money are reinforced at home.</p><p>More information can be found here: <a href=""https://justfinancefoundation.org.uk/act/lifesavers/"" target=""_blank"">https://justfinancefoundation.org.uk/act/lifesavers/</a></p>","Spelman, Dame Caroline",2017-04-20,Conservative
"Colvile, Oliver","To ask the right hon. Member for Meriden, representing the Church Commissioners, what support the Church of England provides for people affected by domestic violence and abuse.",909697,"Plymouth, Sutton and Devonport",2017-03-30,"<p>On 15th March 2017 the Church of England’s House of Bishops published “Responding Well to Domestic Abuse: Policy and Practice Guidance”, which urges church communities to address the issue of domestic abuse and raise awareness of its impact on adults and children. The document can be seen at: <a href=""https://www.churchofengland.org/media/3896806/responding-well-to-domestic-abuse-2017.pdf%20"" target=""_blank"">https://www.churchofengland.org/media/3896806/responding-well-to-domestic-abuse-2017.pdf </a></p><p>The updated practice guidance and policy encourages churches to become places of safety where domestic abuse is taken seriously, survivors are believed and respected, and alleged or known perpetrators challenged. The updated document reflects legislative and other changes since guidance was last issued in 2006.</p><p>Under the policy Church leaders and Officers working with children, young people and vulnerable adults will be expected to undergo domestic abuse training, with the issue being raised in appropriate contexts within church life including youth groups, marriage preparation and ordinand training. They will also be expected to work closely with statutory and other specialist organisations.</p><p>In the House of Lords this session bishops supported the passage of the Preventing and Combating Violence Against Women and Domestic Violence (Ratification of Convention) Bill.</p>","Spelman, Dame Caroline",2017-04-20,Conservative
"Foster, Kevin","To ask the right hon. Member for Meriden, representing the Church Commissioners, what steps the Church of England is taking to support local projects tackling homelessness.",71313,Torbay,2017-04-19,"<p>At parish and diocesan level the Church is closely involved in providing support to homeless people through night shelters and other activities, and raising funds and awareness. Recently in the House of Lords bishops supported the Homelessness Reduction Bill.</p><p>In the Torbay area the Vicar on the Streets initiative undertaken by Revd Gary Deighton of St George's Church, Goodrington, and the Winter Night Shelter run by local churches have both made a real difference to the issues of homelessness. The clergy and parishioners of Goodrington and Torbay have raised nearly five thousand pounds over the period of Lent to support the Shekinah Mission, which works across Devon to provide a safe space for people to develop their skills, regain their self-worth and go on to live independent and fulfilling lives.</p>","Spelman, Dame Caroline",2017-04-24,Conservative
"Brown, Alan","To ask the right hon. Member for Meriden, representing the Church Commissioners, what the policy of the Church of England is on reducing the membership of the House of Lords.",909694,Kilmarnock and Loudoun,2017-03-30,"<p>In December the House of Lords passed a motion that its size ought to be reduced. The Bishop of Birmingham, who is Convenor of the Lords Spiritual, supported that motion and has since made a submission to the Committee set up by the Lord Speaker to look at options for reducing the size. Its report is awaited.</p><p>For many years now the public responses of the Church to proposals for Lords reform have highlighted the problem of the Second Chamber being too large and have called for action to address it.</p>","Spelman, Dame Caroline",2017-04-20,Scottish National Party
