"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"658",658,"70345","To ask the Secretary of State for International Trade, whether he has met the National Farmers' Union since 1 January 2017.","<p>My Rt. hon Friend the Secretary of State for International Trade has met with Meurig Raymond, President of the National Farmers’ Union, as well as local representatives.</p>","Gardiner, Barry","Labour","Brent North","Garnier, Mark",2017-04-13,2017-04-20,24,"opportunities, farmers, union"
"659",659,"70334","To ask the Secretary of State for International Trade, what estimate he has made of his Department's spending on procurement management since its formation.","<p>The Commercial Function within the Department for International Trade has a wider remit than Procurement Management therefore it is not possible to disaggregate this spending.</p>","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2017-04-13,2017-04-25,27,"spend, america, central"
"660",660,"70225","To ask the Secretary of State for International Trade, how much his Department has spent on the services of management consultants since its creation.","<p>The Cabinet Office defines consultancy spend as the provision to management of objective advice relating to strategy, structure, management or operations of an organisation. The definition does not include the delivery of solutions or contingent labour. The Department for International Trade (DIT) currently has one exemption to Cabinet Office Controls on consultancy spend relating to the provision of strategic advice and implementation guidance for the UK Trade and Investment transformation programme.</p>","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2017-04-13,2017-04-24,84,"africa, south, spent"
"661",661,"70217","To ask the Secretary of State for International Trade, with which civil society organisations officials of his Department have met to discuss sustainable development and trade since July 2016.","<p>The UK Government is firmly committed to delivering the UN Sustainable Development Goals both at home and around the world. The Department for International Trade has met with a variety of civil society organisations. We are working closely with them across a range of areas, including sustainable development, as we develop our approach to trade policy.</p>","Gardiner, Barry","Labour","Brent North","Hands, Greg",2017-04-13,2017-04-24,36,"met, discuss, society"
"662",662,"70218","To ask the Secretary of State for International Trade, with which civil society organisations officials of his Department have met to discuss environmental protection and trade since July 2016.","<p>The Department for International Trade is working with the Department for Environment, Food &amp; Rural Affairs on relevant areas of trade policy and have met with, and continue to meet, a variety of civil society organisations. We are working closely with them across a range of areas, including environmental protection, as we develop our approach to trade policy.</p>","Gardiner, Barry","Labour","Brent North","Hands, Greg",2017-04-13,2017-04-25,36,"met, discuss, society"
"663",663,"70219","To ask the Secretary of State for International Trade, with which civil society organisations officials of his Department have met to discuss fair trade since July 2016.","<p>The UK is a long standing supporter of fair trade. Ministers and officials meet with a wide range of stakeholders, including civil society organisations as part of the normal course of business. These discussions cover a wider range of issues, including fair trade.</p>","Gardiner, Barry","Labour","Brent North","Hands, Greg",2017-04-13,2017-04-25,36,"met, discuss, society"
"664",664,"70283","To ask the Secretary of State for International Trade, which civil society organisations officials of his Department have met to discuss human rights and trade since July 2016.","<p>The UK has a strong history in defending human rights and continues to be at the forefront of human rights protections. The Department for International Trade has met with a variety of civil society organisations. We are working closely with them across a range of areas, including human rights, as we develop our approach to trade policy.</p>","Gardiner, Barry","Labour","Brent North","Hands, Greg",2017-04-13,2017-04-20,36,"met, discuss, society"
"665",665,"70268","To ask the Secretary of State for International Trade, which Government department has the lead responsibility for assessing each of the Consolidated EU and National Arms Export Licensing Criteria.","<table><tbody><tr><td><p><strong> </strong> <strong>Criterion</strong></p></td><td><p><strong>Lead Department</strong></p></td></tr><tr><td><p>Criterion 1</p></td><td><p>FCO</p></td></tr><tr><td><p>Criterion 2</p></td><td><p>FCO</p></td></tr><tr><td><p>Criterion 3</p></td><td><p>FCO</p></td></tr><tr><td><p>Criterion 4</p></td><td><p>FCO</p></td></tr><tr><td><p>Criterion 5</p></td><td><p>MOD</p></td></tr><tr><td><p>Criterion 6</p></td><td><p>FCO</p></td></tr><tr><td><p>Criterion 7</p></td><td><p>MOD and FCO</p></td></tr><tr><td><p>Criterion 8</p></td><td><p>DfID</p></td></tr></tbody></table><p>Further details are set out in Annex A of the United Kingdom Strategic Export Controls Annual Report 2015. Although this publication predates the creation of the Department for International Trade, the lead departments as set out above are unchanged. (<a href=""https://www.gov.uk/government/publications/uk-annual-report-on-strategic-export-controls-2015"" target=""_blank"">https://www.gov.uk/government/publications/uk-annual-report-on-strategic-export-controls-2015</a>).</p>","Ferrier, Margaret","Scottish National Party","Rutherglen and Hamilton West","Garnier, Mark",2017-04-13,2017-04-25,13,"license, arms, export"
"666",666,"70981","To ask the Secretary of State for International Trade, how the requirement for a cultural fit for prospective contractors will be linked to the subject matter of the contract.","<p>I refer the hon Member for Birmingham, Ladywood to the answer I gave to the hon Member for Ochil and South Perthshire on 7 March 2017, UIN: 66362.</p>","Mahmood, Shabana","Labour","Birmingham, Ladywood","Hands, Greg",2017-04-13,2017-04-25,76,"arms, saudi, arabia"
"667",667,"70954","To ask the Secretary of State for International Trade, how many staff are seconded to his Department; and how many such staff are seconded from which companies and organisations.","<p>The number of people currently seconded to the Department for International Trade, and the company/organisation they are from, is shown in the table below:</p><p> </p><table><thead><tr><td><p><strong>Organisation </strong></p></td><td><p><strong>Number of employees</strong></p></td></tr></thead><tbody><tr><td><p>Allen and Overy</p></td><td><p>1</p></td></tr><tr><td><p>Atkins</p></td><td><p>1</p></td></tr><tr><td><p>Babcock</p></td><td><p>1</p></td></tr><tr><td><p>BAE Systems</p></td><td><p>2</p></td></tr><tr><td><p>Homes &amp; Communities Agency</p></td><td><p>1</p></td></tr><tr><td><p>House of Commons</p></td><td><p>1</p></td></tr><tr><td><p>Leonardo</p></td><td><p>1</p></td></tr><tr><td><p>Lockheed Martin UK</p></td><td><p>1</p></td></tr><tr><td><p>Maze Long Kesh Development Corporation</p></td><td><p>1</p></td></tr><tr><td><p>MBDA</p></td><td><p>2</p></td></tr><tr><td><p>NHS England</p></td><td><p>1</p></td></tr><tr><td><p>Norton Rose</p></td><td><p>1</p></td></tr><tr><td><p>Rolls Royce</p></td><td><p>2</p></td></tr><tr><td><p>Shell</p></td><td><p>2</p></td></tr><tr><td><p>Watson Farley Williams</p></td><td><p>1</p></td></tr><tr><td><p><strong>Total</strong></p></td><td><p><strong>19</strong></p></td></tr></tbody></table>","Brabin, Tracy","Labour (Co-op)","Batley and Spen","Hands, Greg",2017-04-13,2017-04-24,53,"seconded, staff, summit"
"668",668,"70982","To ask the Secretary of State for International Trade, on what basis the requirement for a cultural fit for prospective contractors will be judged.","<p>I refer the hon Member for Birmingham, Ladywood to the answer I gave to the hon Member for Ochil and South Perthshire on 7 March 2017, UIN:66362.</p>","Mahmood, Shabana","Labour","Birmingham, Ladywood","Hands, Greg",2017-04-13,2017-04-25,76,"arms, saudi, arabia"
"669",669,"70833","To ask the Secretary of State for International Trade, what restrictions exist on the import to the UK of goods from Zimbabwe.","<p>Imports from Zimbabwe must comply with all relevant licensing and declaration requirements. As a member of the interim Eastern and Southern Africa Economic Partnership Agreement (EPA) with the EU, the import of goods from Zimbabwe currently benefit from duty-free access to the UK.</p>","Moon, Madeleine","Labour","Bridgend","Hands, Greg",2017-04-13,2017-04-25,5,"commonwealth, employed, countries"
"670",670,"70733","To ask the Secretary of State for International Trade, what steps his Department is taking to improve bilateral trade with Qatar.","<p>UK and Qatar share a strong and growing trade and investment relationship. In 2015 UK exports to Qatar totalled £2.6 billion, with Qatar exports to UK at £2.7 billion. The United Kingdom is Qatar’s number 1 destination for foreign direct investment.</p><p>My Rt. Hon Friend the Secretary of State for International Trade hosted a Qatar-UK Business and Investment Forum in London and Birmingham on 27 and 28 March. Qatar committed to investing £5 billion across the English regions, Scotland, Wales and Northern Ireland, over the next 3 years. The UK also committed, via UK Export Finance, to increase the amount of export finance available to support trade with Qatar to £4.5 billion.</p>","Whittaker, Craig","Conservative","Calder Valley","Garnier, Mark",2017-04-13,2017-04-25,49,"links, qatar, paper"
"671",671,"70734","To ask the Secretary of State for International Trade, what discussions his Department has had with the Governments of Bahrain and Kuwait on future investment and trade deals; and what assessment he has made of opportunities available to UK businesses in those countries.","<p>Bahrain and Kuwait are important trading partners and there are significant opportunities for UK businesses in both countries. We have been liaising closely with their Governments on strengthening our investment and trade links and we have been supporting new business opportunities in the region in order to promote British exports.</p><p>Both Bahrain and Kuwait are members of the Gulf Cooperation Council (GCC), a Customs Union, so are not able to enter into bilateral trade deals. The GCC is one of the UK’s biggest export markets outside of the EU, and there could be significant opportunities in a stronger trading arrangement with all GCC countries. At the GCC Leaders’ Summit in December, in Manama, the Prime Minister announced the creation of the UK-GCC Trade and Investment Working Group to examine how we can unblock remaining barriers to trade and take steps to further liberalise our economies for the benefit of our mutual prosperity.</p>","Whittaker, Craig","Conservative","Calder Valley","Hands, Greg",2017-04-13,2017-04-25,64,"governments, opportunities, future"
"672",672,"HL6738","To ask Her Majesty’s Government whether they intend to impose any legislative requirement on the devolved administrations to comply with the principles of (1) non-discrimination, and (2) free movement of goods and services between the constituent parts of the UK, in the exercise of their powers after the UK has left the EU, equivalent to those principles which are currently enshrined in EU law; and if so, how.","<p>As the UK leaves the EU our guiding principle will be to ensure that no new barriers to living and doing business within our own Union are created. We will maintain the necessary standards and frameworks to empower the UK as an open, trading nation to strike the best deals around the world.</p><p> </p><p>On the basis of these principles, we will work with the devolved administrations on an approach to returning powers from the EU that works for the whole of the UK and reflects the interests of Scotland, Wales, Northern Ireland and England.</p>","Lord Lester of Herne Hill","Not found",NA,"Lord Price",2017-04-06,2017-04-21,74,"administration, devolved, us"
"673",673,"HL6530","To ask Her Majesty’s Government how many trade missions they have organised since 2010; and what is their estimate of the added value to the UK economy of each one.","<p>The Department for International Trade, formerly UKTI, has supported 7,181 unique businesses through outward missions and 4,333 unique businesses through inward missions since the financial year 2010-11 through to end FY2015-16.</p><p> </p><p>The estimate for the total anticipated value of outward missions since FY2010-11, based on firm-level data collected through our internal DIT (UKTI) client survey, is £6.42 billion in additional sales. This equates to an average of £893,000 in additional sales per unique business supported.</p><p> </p><p>The comparable estimate for inward missions is £2.64 billion in additional sales since 2010-11. This equates to an average of £609,000 in additional sales per unique business supported.</p>","Lord Kennedy of Southwark","Not found",NA,"Lord Price",2017-04-03,2017-04-19,58,"withdrawal, quota, need"
"674",674,"HL6531","To ask Her Majesty’s Government what action they are taking to ensure that no illegal torture equipment is sold at arms fairs held in the UK; and, when such sales occur, what action they take.","<p>The Export Control Organisation (ECO) in the Department for International Trade works closely with the organisers of the world’s leading event for the defence and security sector (Defence and Security Equipment International), held bi-annually in London, to ensure that exhibitors are aware of their legal obligations in respect of illegal torture equipment. To date these arrangements have been covered by a Memorandum of Understanding between the organisers and Export Control Organisation.</p><p> </p><p>HMRC, which is responsible for enforcing export controls, and DIT maintain a presence at the bi-annual event to monitor compliance. HRMC, has appropriate powers to take a range of enforcement action in the event that controls are breached or there is an allegation that controls have been breached.</p><p> </p><p>In addition, ECO personnel also routinely attend other defence sales events in the UK to raise awareness among both exhibitors and other attendees of their export control responsibilities.</p>","Lord Kennedy of Southwark","Not found",NA,"Lord Price",2017-04-03,2017-04-19,68,"november, answer, 2017"
"675",675,"70132","To ask the Secretary of State for International Trade, what steps his Department is taking to increase (a) renewable energy and (b) low carbon technology exports.","<p>The Department for International Trade works with key UK suppliers, foreign Governments, sector focussed trade associations and procuring authorities to increase exports in the renewable energy and low carbon technology sectors.</p><p>Understanding the UK’s capability and matching it with relevant high value export opportunities overseas forms part of the work of our renewable energy sector team. Alongside this the Department for International Trade undertakes a range of promotion activities to support the export of renewable energy and low carbon technologies. In support of this UK Export Finance, the UK’s export credit agency, offers finance and insurance to help UK-based companies of all sizes and across all sectors (including the renewable energy and low carbon technology sectors) win, fulfil and get paid for overseas sales, ensuring that no viable UK export fails for lack of finance or insurance.</p><p>UKEF recently provided support to BurntIsland Fabrications Ltd (BiFab) for a contract worth in excess of £100 million, helping secure jobs at BiFab’s three UK manufacturing sites. BiFab makes high-quality steel fabrications for the offshore renewables sector.</p>","Gardiner, Barry","Labour","Brent North","Hands, Greg",2017-03-30,2017-04-21,80,"technologies, expertise, carbon"
"676",676,"70068","To ask the Secretary of State for International Trade, how many people holding security passes for other Government Departments are granted access to his Department's premises with that pass, by Department.","<p>Civil Servants have the ability to work flexibly across government sites where there is a business need to do so. The issuing of all passes is controlled by the local Departmental Security teams who follow strict procedures and protocols. Information on the number of people holding security passes for other government departments who are granted access to the DIT premises is not centrally recorded.</p>","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2017-03-30,2017-04-24,88,"secure, pass, israel"
"677",677,"70090","To ask the Secretary of State for International Trade, how many people are currently employed by his Department.","<p>The Department for International Trade employed 1318 Civil Servants as at 31 March 2017.</p>","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2017-03-30,2017-04-24,5,"commonwealth, employed, countries"
"678",678,"HL6431","To ask Her Majesty’s Government what plans they have for ministerial or other visits to South Africa to establish trade deals after Brexit.","<p>Secretary of State Fox and Lord Price have both met with Rob Davies, Minister of Trade and Industry in South Africa, and DIT Ministers are keen to visit South Africa in the near future. We are committed to strengthening ties as the UK prepares to leave the European Union and to work together to identify trade and investment opportunities that will benefit not only the UK and South Africa, but across the wider southern Africa and Africa region.</p>","Lord Steel of Aikwood","Not found",NA,"Lord Price",2017-03-29,2017-04-12,24,"opportunities, farmers, union"
"679",679,"HL6435","To ask Her Majesty’s Government what assessment they have made of the case for the UK to re-connect with the economies of Commonwealth countries.","<p>The UK has maintained, and continues to build, close economic links with all Commonwealth partners. The Commonwealth Trade Ministers Meeting which I co-chaired last month produced a number of action points to encourage trade between all member countries, these points include support SMEs, infrastructure development and access to finance, amongst other measures. We are developing this work in advance of the Commonwealth Summit in 2018 where trade will be an important part of the agenda.</p>","Lord Taylor of Warwick","Not found",NA,"Lord Price",2017-03-29,2017-04-12,36,"met, discuss, society"
"680",680,"HL6445","To ask Her Majesty’s Government how many specialist personnel, expert in international trade agreements within the Commonwealth, they have engaged by outsourcing to the private sector as part of the Brexit process; and how many of those have been engaged to deal specifically with trade agreements with South Africa.","<p>The Department for International trade has not engaged any trade specialists, including for trade agreements with South Africa, via private sector outsourcing.</p>","Lord Chidgey","Not found",NA,"Lord Price",2017-03-29,2017-04-07,84,"africa, south, spent"
"681",681,"HL6447","To ask Her Majesty’s Government, further to the Written Answer by Lord Young of Cookham on 28 March (HL6075), when Baroness Mobarik expects to follow up her commitment made in her answer on 24 January (HL Deb, col 551) to provide written information on the percentage of companies in the UK that the Department for International Trade has been dealing with which are owned outside the UK.","<p>The Department for International Trade supports companies exporting products from the UK. The ownership structure of those companies is not recorded.</p>","Lord Rooker","Not found",NA,"Lord Price",2017-03-29,2017-04-12,79,"24, mexico, based"
"682",682,"69683","To ask the Secretary of State for International Trade, if his Department will make an assessment of the potential contribution by UK businesses to the Indian Government's plan to replace all coal plants over 25-years old with super-critical coal plants.","<p>The Government supports initiatives to reduce greenhouse gas emissions and move to low carbon forms of electricity generation. We see a move away from the use of coal, the most carbon intensive of fuels, as an essential part of this.</p>","Sharma, Virendra","Labour","Ealing, Southall","Hands, Greg",2017-03-29,2017-04-24,77,"creation, income, behavioural"
"683",683,"69855","To ask the Secretary of State for International Trade, what discussions his Department has had with the governments of Singapore and Malaysia on future investment and trade deals; and what assessment he has made of the opportunities available to UK businesses in those countries.","<p>Over the last six months Department for International Trade, Ministers and senior officials have visited Singapore and Malaysia to discuss and reaffirm our strong bilateral economic and trade relationships, including a refresh of our Economic and Business Partnership with Singapore and promoting trade and investment opportunities with both countries. Singapore, Malaysia and the wider SE Asia region offer substantial opportunities to UK companies. The Department has identified high value opportunities in aerospace, defence and security, transport infrastructure (particularly rail), education and technology sectors, with strong demand for financial and business services. Officials will continue to evaluate opportunities in healthcare, renewables and other sectors as they emerge.</p>","Shannon, Jim","Democratic Unionist Party","Strangford","Hands, Greg",2017-03-29,2017-04-18,64,"governments, opportunities, future"
"684",684,"69899","To ask the Secretary of State for International Trade, how many times he has met Mr Adam Werritty since his Department was established.","None.","Trickett, Jon","Labour","Hemsworth","Hands, Greg",2017-03-29,2017-04-18,49,"links, qatar, paper"
"685",685,"69824","To ask the Secretary of State for International Trade, how many (a) official and (b) official sensitive documents have been recorded as lost by his Department since 8 May 2015.","<p>The information requested is not held centrally. All losses are assessed and responded to individually and on a case by case basis with all possible mitigating actions being taken and in full compliance of our legal and other responsibilities.</p>","Farron, Tim","Liberal Democrat","Westmorland and Lonsdale","Hands, Greg",2017-03-29,2017-04-24,25,"iran, 2015, test"
"686",686,"69465","To ask the Secretary of State for International Trade, what plans his Department has to ensure that the UK's trade arrangements with the EU after the UK has left the EU do not adversely affect the world's poorest people.","<p>The Department for International Trade is working closely with the Department for International Development to ensure that development and global prosperity are at the heart of UK trade and investment policy. We recognise the need for a smooth transition which minimises disruption to our trading relationships.</p>","Hendry, Drew","Scottish National Party","Inverness, Nairn, Badenoch and Strathspey","Hands, Greg",2017-03-28,2017-04-18,65,"support, preparations, wish"
"687",687,"69459","To ask the Secretary of State for International Trade, what guidance is available to businesses on obtaining an export license.","<p>Guidance on the GOV.UK website covers export controls and export licensing, including which exports are controlled, how to apply for a licence and exporter responsibilities. In addition we run introductory and intermediate training events, up and down the country, on different aspects of exports controls. Exporters may also sign up for regular bulletins on changes in policy and licensing.</p>","Morris, Grahame","Labour","Easington","Hands, Greg",2017-03-28,2017-04-04,50,"energy, business, export"
"688",688,"69460","To ask the Secretary of State for International Trade, what support he plans to provide to assist first-time export businesses; and if he will make a statement.","<p>The Department for International Trade supports first-time exporters through a variety of tailored services.</p><p>Our digital platform GREAT.GOV.UK provides businesses access to millions of pounds’ worth of potential overseas business to help them start or continue exporting; and provides a new searchable export directory to match businesses according to the worldwide demand for UK goods and services.</p><p>UK Export Finance (UKEF), the UK’s export credit agency, helps UK companies of all sizes and in all sectors win, fulfil and get paid for exports. Its regional Export Finance Managers are the first point of contact for guidance for UK exporters, including first time export businesses.</p>","Morris, Grahame","Labour","Easington","Hands, Greg",2017-03-28,2017-04-04,9,"provide, assist, private"
"689",689,"69481","To ask the Secretary of State for International Trade, what steps his Department is taking to improve bilateral trade with India.","<p>The Prime Minister’s first bilateral visit beyond Europe was to India. Joined by my Rt Hon. Friend the Secretary of State for International Trade and myself, she led a UK business delegation, to meet with key Indian businesses and senior officials.</p><p> </p><p>She met Prime Minister Modi, opened the India-UK Tech Summit, and announced £1.2bn of commercial deals. Both governments committed to building the “closest possible trade and economic relationship”.</p><p> </p><p>My Rt Hon. Friend the Secretary of State for International Trade co-chairs the India/UK Joint Economic and Trade Committee, and established a Joint Working Group to review and strengthen our trading relationship, both now and when we leave the EU.</p><p> </p><p>UK Export Finance has considerable appetite to support UK exports to India and welcomes new applications for support.</p>","Sharma, Virendra","Labour","Ealing, Southall","Hands, Greg",2017-03-28,2017-04-04,44,"india, amend, rate"
"690",690,"69224","To ask the Secretary of State for International Trade, how much his Department has spent on (a) hotels, (b) hospitality, (c) food and drink and (d) transport in each of the last five years for which figures are available.","<p>The Department for International Trade will be releasing its first full year travel and subsistence spend in its Annual Reports and Accounts.</p>","Madders, Justin","Labour","Ellesmere Port and Neston","Hands, Greg",2017-03-27,2017-04-04,51,"access, food, tradeshow"
"691",691,"69259","To ask the Secretary of State for International Trade, how much the Government has spent on television advertisements urging businesses to export in the last 12 months; and what the business case was for that expenditure.","<p>Since April 2016, the Government has spent £1.97m on television advertising as part of the Exporting is GREAT campaign to inspire more businesses to take their next step towards exporting by visiting the website great.gov.uk.</p><p>Television advertising gives us the ability to communicate with a large audience across the UK, generate awareness and encourage action. We target specific audiences and TV is a cost effective medium that compliments other communications activity across radio, print, online and email. This ensures our message reaches the intended audiences.</p>","Goodman, Helen","Labour","Bishop Auckland","Hands, Greg",2017-03-27,2017-03-30,84,"africa, south, spent"
"692",692,"69122","To ask the Secretary of State for International Trade, what the five most visited websites were by staff of his Department in the last year for which figures are available.","<p>The Department for International Trade’s (DIT) staff use legacy IT systems provided by a range of partners including the Foreign and Commonwealth Office, Ministry of Defence and Department for Business, Energy and Industrial Strategy as well as IT systems directly procured since the Department’s incorporation in November 2016.</p><p>For those systems managed directly by DIT we are investigating how to provide the data requested and will respond to the hon. Member in due course. A copy of my reply will be placed in the libraries of the house.</p>","Madders, Justin","Labour","Ellesmere Port and Neston","Garnier, Mark",2017-03-24,2017-04-03,36,"met, discuss, society"
"693",693,"68867","To ask the Secretary of State for International Trade, what representations his Department has received from civil society organisations on the EU's proposed multilateral investment court.","<p>The European Commission has proposed a multilateral investment court (MIC) to replace traditional investment dispute settlement mechanisms in individual trade and investment agreements. This initiative is at an early stage and there are as yet no detailed proposals regarding how a MIC would function or be resourced.</p><p>The Government is engaging with EU institutions and member states through the Council as the proposal is developed. The European Commission has recently completed a public consultation on the MIC. The Government encouraged key stakeholders from across the civil society, business, arbitration and legal communities to engage in this exercise.</p>","Gethins, Stephen","Scottish National Party","North East Fife","Hands, Greg",2017-03-23,2017-04-03,87,"proposals, multilateral, court"
"694",694,"68868","To ask the Secretary of State for International Trade, what representations his Department has received from EU institutions and member states on the EU's proposed multilateral investment court.","<p>The European Commission has proposed a multilateral investment court (MIC) to replace traditional investment dispute settlement mechanisms in individual trade and investment agreements. This initiative is at an early stage and there are as yet no detailed proposals regarding how a MIC would function or be resourced.</p><p>The Government is engaging with EU institutions and member states through the Council as the proposal is developed. The European Commission has recently completed a public consultation on the MIC. The Government encouraged key stakeholders from across the civil society, business, arbitration and legal communities to engage in this exercise.</p>","Gethins, Stephen","Scottish National Party","North East Fife","Hands, Greg",2017-03-23,2017-04-03,87,"proposals, multilateral, court"
"695",695,"68869","To ask the Secretary of State for International Trade, what representations his Department has made to EU institutions and member states on the EU's proposed multilateral investment court.","<p>The European Commission has proposed a multilateral investment court (MIC) to replace traditional investment dispute settlement mechanisms in individual trade and investment agreements. This initiative is at an early stage and there are as yet no detailed proposals regarding how a MIC would function or be resourced.</p><p>The Government is engaging with EU institutions and member states through the Council as the proposal is developed. The European Commission has recently completed a public consultation on the MIC. The Government encouraged key stakeholders from across the civil society, business, arbitration and legal communities to engage in this exercise.</p>","Gethins, Stephen","Scottish National Party","North East Fife","Hands, Greg",2017-03-23,2017-04-03,87,"proposals, multilateral, court"
"696",696,"68870","To ask the Secretary of State for International Trade, what assessment his Department has made of the potential use of the EU's proposed multilateral investment court.","<p>The European Commission has proposed a multilateral investment court (MIC) to replace traditional investment dispute settlement mechanisms in individual trade and investment agreements. This initiative is at an early stage and there are as yet no detailed proposals regarding how a MIC would function or be resourced.</p><p>The Government is engaging with EU institutions and member states through the Council as the proposal is developed. The European Commission has recently completed a public consultation on the MIC. The Government encouraged key stakeholders from across the civil society, business, arbitration and legal communities to engage in this exercise.</p>","Gethins, Stephen","Scottish National Party","North East Fife","Hands, Greg",2017-03-23,2017-04-03,87,"proposals, multilateral, court"
"697",697,"69047","To ask the Secretary of State for International Trade, with reference to page 54 of the Government White Paper entitled The United Kingdom's exit from and new partnership with the European Union, what assessment he has made of the reasons for the 40 per cent growth in UK exports of goods and services to Liechtenstein between 2005 and 2014.","<p>Liechtenstein is home to around 4,500 companies. HMG’s trade and investment promotion work out of Switzerland includes a business focus on Liechtenstein.</p>","Marris, Rob","Labour","Wolverhampton South West","Hands, Greg",2017-03-23,2017-03-28,66,"oil, chain, gas"
"698",698,"HL6289","To ask Her Majesty’s Government, in the light of the UK's exit from the EU, whether they are planning to introduce primary legislation dealing with foreign investment in UK companies.","<p>Until the UK leaves the EU, we will remain subject to EU trade and investment agreements and policy. We will in due course consider all options in the design of future bilateral trade and investment agreements.</p>","Baroness Hayter of Kentish Town","Not found",NA,"Lord Price",2017-03-23,2017-04-06,70,"exit, men, women"
"699",699,"HL6295","To ask Her Majesty’s Government what steps they are taking to promote trade between the UK and Bosnia and Herzegovina.","<p>According to the latest data from the FCO Economics Unit (2015), UK exports (goods and services) to Bosnia and Herzegovina were £57 million with UK imports reaching £53 million in 2015. (Data for 2016 will be published in April). In FY 2017/18 the HMG team based in Sarajevo will continue to promote trade opportunities across the mining, oil and gas, retail, infrastructure and security sectors which will include a series of tailored events in Bosnia and Herzegovina, the UK and across the wider Central and Eastern European region.</p>","The Earl of Dundee","Not found",NA,"Lord Price",2017-03-23,2017-04-06,63,"contract, 17, awarded"
"700",700,"HL6296","To ask Her Majesty’s Government what assessment they have made of economic opportunities for British business for investment and partnership in Bosnia and Herzegovina.","<p>There are a number of economic opportunities in Bosnia and Herzegovina for UK investors, with software development, mining and oil exploration identified as particular sectors of opportunity. However, HMG also recognises that for more investment to succeed Bosnia and Herzegovina needs to make significant improvements to its business environment, including tackling excess regulation and increasing transparency around public procurement and licensing. The UK is funding projects to improve the business environment by simplifying the process of setting up a business and moving to a 'one-stop' shop system.</p>","The Earl of Dundee","Not found",NA,"Lord Price",2017-03-23,2017-04-06,63,"contract, 17, awarded"
"701",701,"68625","To ask the Secretary of State for International Trade, which the three non-EU countries are with which the UK does not have a free trade agreement and with which the UK trades most by value.","<p>The three countries with which the EU does not currently have a trade agreement and with which the UK traded the most by value in 2015 are the United States of America, China and Japan.</p>","Hollobone, Philip","Conservative","Kettering","Garnier, Mark",2017-03-21,2017-03-24,82,"three, jamaica, value"
"702",702,"68670","To ask the Secretary of State for International Trade, on how many occasions his Department took longer than 30 working days to respond to a freedom of information request in each month since July 2016.","<p>I refer the hon. Member to the answer given by my hon. Friend, the Parliamentary Under-Secretary of State for International Trade, of 24 March to UIN: 68048.</p>","Gwynne, Andrew","Labour","Denton and Reddish","Hands, Greg",2017-03-21,2017-03-29,92,"freedom, request, information"
"703",703,"68742","To ask the Secretary of State for International Trade, how many companies in (a) Greater London and (b) the London Borough of Newham exported goods or services to (i) other EU countries and (ii) non-EU countries in each year since 2010.","<p>The number of businesses in Greater London exporting goods to EU and non-EU countries since 2010 is available in HMRC Regional Trade Statistics.</p><p>EU and non–EU data for 2013-16 are not comparable with data for 2010-2012 due to differences in methodology.</p><p>Similar data for the London Borough of Newham are not available.</p>","Timms, Stephen","Labour","East Ham","Garnier, Mark",2017-03-21,2017-03-24,20,"education, goods, export"
"704",704,"68677","To ask the Secretary of State for International Trade, what recent assessment he has made of the potential effect on the Welsh automotive sector when the UK leaves the EU.","<p>The Department for International Trade and the Department for Business, Energy and Industrial Strategy officials are working together to get the best possible deal for the UK automotive industry, including in Wales. The Government will continue its longstanding programme of support for the competitiveness of our automotive industry, including pursuing a bold and ambitious Free Trade Agreement with the EU that provides the greatest possible tariff-free and frictionless trade in goods and services.</p>","Williams, Hywel","Plaid Cymru","Arfon","Garnier, Mark",2017-03-21,2017-03-29,95,"automotive, citizens, environment"
"705",705,"68681","To ask the Secretary of State for International Trade, what recent assessment he has made of the potential effect on direct foreign trade investment from (a) Japan and (b) Korea when the UK leaves the EU.","<p>This Department, working with officials across government, continues to undertake a wide range of analysis covering the entirety of the UK economy and our relationship with the EU.</p>","Williams, Hywel","Plaid Cymru","Arfon","Hands, Greg",2017-03-21,2017-03-29,62,"investment, direct, transatlantic"
"706",706,"68503","To ask the Secretary of State for International Trade, if he will take steps to ensure that human rights have equal or higher protection in UK free trade agreements as in EU free trade agreements after the UK exits the EU.","<p>The UK has a strong history of protecting human rights and promoting our values globally. We will consider all options in the design of future bilateral trade and investment agreements.</p>","Ritchie, Margaret","Social Democratic & Labour Party","South Down","Hands, Greg",2017-03-20,2017-03-28,89,"human, rights, protect"
