"","Document_Number","Question_ID","Question_Text","Answer_Text","Question_MP","MP_Party","MP_Constituency","Answer_MP","Date","Answer_Date","Topic","Topic_Keywords"
"285",285,"7234","To ask the Secretary of State for Digital, Culture, Media and Sport, how much the Big Lottery Fund has spent on HR consultancy in each year since 2010.","<p>The Fund is required to comply with relevant legislation, management statements, financial directions, Managing Public Money, and spend controls. The Big Lottery Fund is led by a non-executive board which has operational autonomy in the procurement of services and in deciding its staffing structure.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-19,30,"lottery, big, fund"
"286",286,"7310","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps her Department is taking to ensure competition among providers where fibre optic broadband is rolled out.","<p>Since 2016 all new procurements under the Superfast Broadband Programme have been open to all suppliers to bid. BT, Gigaclear and Airband have all been successful in winning contracts. Prior to this, in 2014 and 2015, we supported seven market test pilot projects with seven different providers, which helped demonstrate new technologies and delivery models for superfast broadband</p><p> </p><p>The Government has announced a package of measures worth £1.1 billion to support full fibre roll out and ensure we have the world class digital infrastructure that we need. This support is available to any provider. In July, we introduced a Bill to provide for 100% business rates relief for new fibre installed by any provider for 5 years and many providers are already engaged in the project.</p>","Foxcroft, Vicky","Labour","Lewisham, Deptford","Hancock, Matt",2017-09-04,2017-09-12,14,"broadband, superfast, fibre"
"287",287,"7298","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions she has had with her EU counterparts on long-term broadcast access to the EU for Ofcom-licensed broadcasters based in the UK after the UK leaves the EU.","<p>The UK is currently the EU's biggest broadcasting hub, and the sector makes an important contribution to our thriving creative industries.</p><p> </p><p>During our negotiations with the EU we will work to get the right deal for broadcasters and will support their continued growth in the UK</p>","Ford, Vicky","Conservative","Chelmsford","Hancock, Matt",2017-09-04,2017-09-12,81,"licensed, ofcom, counterparts"
"288",288,"7334","To ask the Secretary of State for Digital, Culture, Media and Sport, how she plans to keep Parliament informed about the merger of Sky with 21st Century Fox before making her decision on that merger; and if she will make a statement.","<p>I refer the Hon member to the statement made today in the chmaber by the Secretary of State for Digital, Culture, Media &amp; Sport.</p>","Morris, Grahame","Labour","Easington","Hancock, Matt",2017-09-04,2017-09-12,41,"21st, century, fox"
"289",289,"6970","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent steps she has taken to improve broadband coverage in Gower constituency.","<p>We have committed over £67 million to support broadband delivery in Wales. According to Thinkbroadband, in 2012 only 42% of premises in Gower could access superfast speeds. Currently, over 93% of premises in the constituency have this access, with an estimated 3% added so far in 2017.</p>","Antoniazzi, Tonia","Labour","Gower","Hancock, Matt",2017-09-04,2017-09-07,82,"coverage, constituency, gower"
"290",290,"6873","To ask the Secretary of State for Digital, Culture, Media and Sport, whether her Department has undertaken an impact assessment of the effect on the UK tech sector of the UK leaving the single market.","<p>Ensuring that the UK's digital and technology sector remains strong and at the forefront of international innovation and enterprise are priorities for this Government</p><p> </p><p>Since the 2016 referendum, Her Majesty's Government has carried out extensive and diverse engagement with hundreds of businesses of all sizes across the UK on the potential implications of our withdrawal from the EU, alongside extensive wider analysis and engagement.</p>","Brake, Tom","Liberal Democrat","Carshalton and Wallington","Hancock, Matt",2017-09-04,2017-09-12,35,"tech, balance, stem"
"291",291,"8115","To ask the Secretary of State for Digital, Culture, Media and Sport, what information her Department holds on whether the limit of four fixed odds betting terminals per shop is being circumvented by the clustering of betting shops.","<p>The Government is alive to the concerns around the clustering of betting shops. Since 2015, planning permission has been required for any new betting shops on the high street. In addition, the Gambling Act 2005 requires local authorities to set out in a statement of policy the principles by which they manage the gambling environment in the local area. The statement can be used to set out reasons for why it would be inconsistent with licensing objectives to grant additional licences in a given location e.g. safeguarding children or the vulnerable. The Gambling Commission advise that the use of the licensing statement of policy varies from one Local Authority to another, however where used effectively and regularly updated, they can provide an effective tool for appropriately rejecting new licenses or imposing conditions to improve safeguarding and avoid attempts at clustering.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-07,5,"odds, betting, terminals"
"292",292,"7899","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will introduce measures to prevent clustering of betting shops and reform planning guidance on the placement of betting shops.","<p>The Government is alive to the concerns around the clustering of betting shops. Since 2015, planning permission has been required for any new betting shops on the high street. In addition, the Gambling Act 2005 requires local authorities to set out in a statement of policy the principles by which they manage the gambling environment in the local area. The statement can be used to set out reasons for why it would be inconsistent with licensing objectives to grant additional licences in a given location e.g. safeguarding children or the vulnerable. The Gambling Commission advise that the use of the licensing statement of policy varies from one Local Authority to another, however where used effectively and regularly updated, they can provide an effective tool for appropriately rejecting new licenses or imposing conditions to improve safeguarding and avoid attempts at clustering.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-07,5,"odds, betting, terminals"
"293",293,"7900","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will introduce legislation to increase the delay between spins of Fixed Odds Betting Terminals.","<p>The Gambling Commission's Gaming Machine Technical Standards states that the game cycle for a B2 gaming machines (also known as Fixed Odds Betting Terminals) must last at least 20 seconds to complete. The Gambling Commission is responsible for ensuring that operators adhere to these requirements. The review of gaming machines and social responsibility measures that I announced in October 2016 includes a close look at the regulation of Fixed Odds Betting Terminals (FOBTs). We are hoping to publish findings in October.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-07,5,"odds, betting, terminals"
"294",294,"7901","To ask the Secretary of State for Digital, Culture, Media and Sport, what Government assistance is provided to people made financially destitute by gambling addiction.","<p>While addiction is in the main the remit of the Department of Health, I can inform you that the majority of treatment to those experiencing gambling related harm is delivered by GamCare or via the National Problem Gambling Clinic. A range of support is available through these organisations.</p><p> </p><p>A range of services available to problem gamblers can be found on the NHS Choices website, including links to the Money Advice Service at:</p><p>www.nhs.uk/Livewell/addiction/Pages/gamblingaddiction.aspx</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-07,16,"gambling, addiction, problem"
"295",295,"8116","To ask the Secretary of State for Digital, Culture, Media and Sport, what estimate she has made of the cost to the UK economy of problem gambling.","<p>Measuring the cost of problem gambling is a complicated task. The study by The Institute of Public Policy Research “Cards on the Table”, published in December 2016, estimated that the cost to the Government associated with problem gamblers ranged between £260m and £1.16bn. This reflects an estimate of the costs of public services for those individuals, but it does not capture the wider impact of problem gambling and gambling-related harm to the UK economy. The report can be found here: https://about.gambleaware.org/media/1367/cards-on-the-table_dec16.pdf</p><p>GambleAware is commissioning research to improve understanding of gambling-related harm which should lead to a set of metrics which we can use to measure the impact of gambling-related harm on a wider scale. We continue to take problem gambling and gambling-related harm seriously and welcome developments to better understand this issue.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-10-04,16,"gambling, addiction, problem"
"296",296,"7927","To ask the Secretary of State for Digital, Culture, Media and Sport, what proportion of consultancy assignments procured by her Department are paid at a daily rate.","<p>The information requested is not held centrally and to obtain it would incur a disproportionate cost.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-09-12,83,"proportion, procured, daily"
"297",297,"7948","To ask the Secretary of State for Digital, Culture, Media and Sport, whether requests for consultancy and temporary staff for the her Department must be accompanied by a formal business case.","<p>The information requested is not held centrally and to obtain it would incur a disproportionate cost.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-09-12,84,"temporary, requests, staff"
"298",298,"7969","To ask the Secretary of State for Digital, Culture, Media and Sport, what proportion of requests for consultancy and temporary staff for her Department were approved via a resource board.","<p>The information requested is not held centrally and to obtain it would incur a disproportionate cost.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-09-12,84,"temporary, requests, staff"
"299",299,"7990","To ask the Secretary of State for Digital, Culture, Media and Sport, how many applications her Department has received for (a) internal loans and (b) secondments from civil servants in each year since 2010.","<p>The information requested is not held centrally and to obtain it would incur a disproportionate cost.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-09-12,63,"civil, servants, seconded"
"300",300,"8011","To ask the Secretary of State for Digital, Culture, Media and Sport, in which of the last 10 years her Department has submitted a strategic asset management plan to the Government Property Unit.","<p>The Government Property Unit has commissioned Strategic Asset Management Plans (SAMPs) from departments on an annual basis since 2014. The SAMP articulates the property aspects of a department's business and forms part of the overall planning framework in government linked to each Single Departmental Plan. In some cases, where there are significant changes to a department's remit (such as following a machinery of government change or major business reviews), the timing of a SAMP refresh may be aligned with the broader strategy for the department. Information is provided regularly to the Government Property Unit about the management of the department’s property assets and Executive Summaries of SAMPs will be published for the first time in Autumn 2017.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-10-09,29,"year, five, 2010"
"301",301,"8238","To ask the Secretary of State for Digital, Culture, Media and Sport, what estimate she has made of the number of new arms-length bodies her Department plans to establish once the UK has left the EU.","<p>The UK’s relationship with the EU's agencies upon exit will be evaluated in light of delivering the twelve objectives outlined by the Prime Minister to achieve a deep and special partnership between the UK and the EU. The UK’s future relationship with the EU's decentralised bodies after leaving the EU is a matter for the negotiations.</p><p> </p><p>Prior to any decisions on establishing new agencies, the Government will, however, always look to minimise disruption and costs, which will include considering alternative options.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-09-12,85,"arms, length, principle"
"302",302,"8157","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will make it her policy to introduce stricter obligations on betting shops to determine the financial capacity of people gambling large sums.","<p>The Government is clear that gambling operators must comply with Gambling Commission requirements around Anti-Money Laundering (AML) and Social Responsibility in order to determine the financial capacity of individuals. If they fail to do so they risk sanctions including losing their licence to operate. These requirements include the need to deliver effective customer interactions, particularly in relation to 'high value' customers and those most vulnerable. Operators must also have due regard to Gambling Commission advice around 'Duties and responsibilities under the Proceeds of Crime Act 2002' including the Know Your Customer (KYC) requirements which include knowing a customer's source of funds.</p>","Trickett, Jon","Labour","Hemsworth","Crouch, Tracey",2017-09-04,2017-09-07,5,"odds, betting, terminals"
"303",303,"8032","To ask the Secretary of State for Digital, Culture, Media and Sport, whether the principle set out in paragraph 5.3.6 of the Government's Cyber Security Strategy that everyone who works in government has a sound awareness of cyber risk applies to members of staff employed by contractors doing work procured by her Department.","<p>The policy set out in paragraph 5.3.6 of the National Cyber Security Strategy applies to everyone employed by the Department for Digital, Culture, Media and Sport (DCMS), including contractors. DCMS is committed to ensuring contractors and their staff have a sound awareness of cyber risk matters and they take all necessary safeguards to protect the department’s information.</p><p>Cyber security awareness, the need to ensure contractual compliance with Information Assurance standards such as ISO 27001:2013 certification and “Cyber Essentials/ Plus”, is included in contract specifications and reviewed as part of the evaluation process. Contractors must comply with the department’s IT security policies and procedures.</p><p>In addition, DCMS has directed its 43 Arms Length Bodies to gain Cyber Essentials accreditation and is in the process of being certified under the Cyber Essentials scheme through Cabinet Office, for its own supplied IT under the Government Digital Service programme.</p>","Trickett, Jon","Labour","Hemsworth","Hancock, Matt",2017-09-04,2017-10-04,78,"set, ethics, strategy"
"304",304,"7716","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions the Government has had with the BBC on broadcasting parliamentary proceedings on the radio.","<p>The BBC broadcasts weekly and daily summaries of Westminster parliamentary activity on Radio 4. The BBC is operationally and editorially independent of government and coverage of parliamentary proceedings is a matter for the BBC. The government therefore has had no recent discussions with the BBC on broadcasting parliamentary proceedings on the radio.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Hancock, Matt",2017-09-04,2017-09-12,25,"radio, deregulate, commercial"
"305",305,"7717","To ask the Secretary of State for Digital, Culture, Media and Sport, when the Government plans to respond to the Public Accounts Committee report of 14 March 2017, National Citizen Service, HC955, Session 2016-17; and what the reason is for the time taken so far to respond to that report.","<p>Government’s response to the Public Accounts Committee Report on National Citizen Service is in the form of a Treasury Minute. Due to the Parliamentary timetable, the publication of the Minute has been postponed until October.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,1,"2017, report, publish"
"306",306,"7718","To ask the Secretary of State for Digital, Culture, Media and Sport, when the Government plans to report on its review into full-time youth volunteering; and what the reason is for the time taken to publish that report.","<p>The Full Time Social Action Review is an independent review chaired by Steve Holliday. The Review is currently gathering evidence and intends to report in December 2017.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,23,"youth, communiqu, uphold"
"307",307,"7719","To ask the Secretary of State for Digital, Culture, Media and Sport, what her policy is on targeting recruitment of new board members for the National Citizen Service at young people; and when the next recruitment of board members for that service is due to take place.","<p>The NCS Trust is currently a Community Interest Company and is therefore responsible for its own Board recruitment.</p><p> </p><p>The Department for Culture, Media and Sport is currently advertising for board members for the new NCS Royal Charter body. The vacancies have been advertised through various channels, including the NCS Twitter page, Generation Change, Step Up to Serve, and the British Youth Council, as well as on the public appointments website at www.publicappointments.cabinetoffice.gov.uk.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,77,"national, citizen, service"
"308",308,"7728","To ask the Secretary of State for Digital, Culture, Media and Sport, whether it is the Government's policy to deliver a three year youth policy statement; when she plans to announce her priorities and plans for youth policy; and what the reason is for the time taken for the Government to deliver that statement.","<p>DCMS conducted a series of regional workshops in March and April to discuss current issues for youth policy with representatives from the youth sector, local authorities and young people. The evidence gathered is being used by the Office for Civil Society across their youth policy work.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,23,"youth, communiqu, uphold"
"309",309,"7714","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of the role of youth work in combating radicalisation.","<p>DCMS is aware of examples which suggest that youth services can be part of combating radicalisation. For example, Active Change Foundation Ltd, one of the organisations being funded through the Youth Investment Fund, is working with young leaders to give them the skills they need to lead change in their communities. Stopping extremist recruitment is one of the areas of focus for this project.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,23,"youth, communiqu, uphold"
"310",310,"7715","To ask the Secretary of State for Digital, Culture, Media and Sport, with which Minister of her Department the brief for youth policy, the National Citizen Service and the UK Youth Parliament lies; when the Government plans to publish the terms of reference and timetable for its review of youth policy; and whether the reduction in the number of Ministers in her Department has had an effect on the number of civil servants in her Department.","<p>I was appointed as Minister for Sport and Civil Society in July. The Civil Society portfolio includes responsibility for Youth Policy, the National Citizen Service and the UK Youth Parliament. There was no change in the number of civil servants in the department as a result of that appointment.</p><p> </p><p>DCMS conducted a series of regional workshops in March and April to discuss current issues for youth policy with representatives from the youth sector, local authorities and young people. The evidence gathered is being used by the Office for Civil Society across their youth policy work.</p>","Smith, Cat","Labour","Lancaster and Fleetwood","Crouch, Tracey",2017-09-04,2017-09-12,77,"national, citizen, service"
"311",311,"8261","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps her Department is taking to create more conservation areas across London.","<p>In this, the 50th anniversary of their introduction, I can confirm that in total nearly 10,000 localities in England have been designated as conservation areas, including over 1,000 in London. Though the Secretary of State has discretion to designate conservation areas, local planning authorities are generally best placed to do so by identifying those parts of their locality that possess special architectural or historic interest. Historic England has recently published guidance to support local planning authorities through this process.</p><p> </p>","Coyle, Neil","Labour","Bermondsey and Old Southwark","Glen, John",2017-09-04,2017-09-12,17,"london, cost, olympic"
"312",312,"7808","To ask the Secretary of State for Digital, Culture, Media and Sport, what plans she has to ensure that local authorities have adequate funds to maintain their local libraries.","<p>Local authorities are responsible for funding and providing public library services in England, and made net investment of £701 million in 2015/16. The Department for Digital, Culture, Media and Sport (DCMS) has additionally provided funding support for library authorities throughout England. This included funding a £2.6 million programme to support the installation or upgrade of wifi in public libraries in England; benefitting around 1,000 libraries, and enabling over 99% of public libraries to offer free wifi. DCMS also financed the £3.9m Libraries: Opportunities for Everyone fund to support innovative library service activity to benefit disadvantaged people and places in England. The Government will continue to encourage local authorities to invest in libraries to ensure that they remain relevant and meet the needs of the community.</p>","Williamson, Chris","Labour","Derby North","Glen, John",2017-09-04,2017-09-11,2,"local, libraries, authorities"
"313",313,"8153","To ask the Secretary of State for Digital, Culture, Media and Sport, how many small businesses in the North West can access broadband.","<p>According to Ofcom’s Connected Nations Report, 89% of UK homes and small and medium-sized businesses are now able to receive superfast download speeds of 30 Megabits or higher, and all homes and businesses can now access broadband speeds of 2 Megabits per second. This is fast enough for everyone to gain access to every government service available online.</p><p> </p><p>ThinkBroadband’s latest figures indicate that superfast coverage of 30 Megabits or higher is currently available to 94.7% of premises across the North West.</p><p> </p><p>We are determined to ensure even better digital connectivity in the UK, and we announced a package of measures worth £1.1 billion at Autumn Statement 2016. This includes The Local Full Fibre Networks (LFFN) programme, which will support local bodies in stimulating the market for fibre connectivity in their areas. The six local test projects were announced on 3rd September.</p><p> </p><p>The Super Connected Cities Programme, which closed in 2016, offered vouchers to SMEs to help with connectivity. Interest in connection voucher scheme was very high in the North West which resulted in over over 5590 connections being made in the region.</p>","Harrison, Trudy","Conservative","Copeland","Hancock, Matt",2017-09-04,2017-09-12,86,"small, businesses, access"
"314",314,"7887","To ask the Secretary of State for Digital, Culture, Media and Sport, what steps she is taking to promote music education and support the development of future professional musicians in the UK.","<p>This country has an incredible musical history and the Government wants to ensure that this continues. This Government's introduction of music education hubs has built on and enhanced the music education provision that existed. Music hubs have brought together new partnerships between music services, schools, education and arts organisations.</p><p> </p><p>The Government also funds six In Harmony programmes across the country. In Harmony is an intensive music programme for children and young people from disadvantaged communities, using the inspiration and discipline of orchestral music making to raise aspiration, support children’s attainment and enhance families, and communities.</p><p> </p><p>Many Arts Council England funded music organisations also run their own education programmes that support and engage with children and young people.</p><p> </p><p>In October 2016, Music Export Growth Scheme (MEGS) relaunched,making £2.8 million of grant support available to independent music small and medium-sized enterprises (SMEs) up to 2020. It was developed in partnership with the British Phonographic Industry (BPI) to help support the launch of UK music acts to international audiences and is funded by the Department for International Trade.</p><p> </p><p>The Rehearsal Room Scheme was originally created by the Department for Digital, Culture, Media and Sport (DCMS) and UK Music. UK Music continue to oversee the scheme which has seen £440,000 invested in 14 pilot music rehearsal spaces were created for young people in a range of urban and rural areas of England experiencing multiple deprivation. The funds were used to provide instruments and equipment, and contributed towards the cost of necessary capital works, such as sound proofing.</p>","Keeley, Barbara","Labour","Worsley and Eccles South","Glen, John",2017-09-04,2017-09-07,39,"eu, uk, leave"
"315",315,"7907","To ask the Secretary of State for Digital, Culture, Media and Sport, which EU legislation within her Department's responsibilities will (a) be incorporated into UK law through the European Union (Withdrawal) Bill and (b) require to be amended under powers in that Bill.","<p>The European Union (Withdrawal) Bill will convert European Union law into UK law as it applies in the UK at the moment of exit. This will ensure that, wherever possible, the same rules and laws will apply the day after exit as they did before.</p><p> </p><p>The Government is still making a detailed assessment of what changes will be required to make that law function appropriately on exit day. The Government’s current estimate is that we will need to make between 800 and 1,000 statutory instruments to make exit a reality in UK law.</p>","Brake, Tom","Liberal Democrat","Carshalton and Wallington","Hancock, Matt",2017-09-04,2017-09-12,39,"eu, uk, leave"
"316",316,"7678","To ask the Secretary of State for Digital, Culture, Media and Sport, when she next plans to review the list of sporting events of national interest available to all television viewers.","<p>We currently have no plans to review the list of sporting events of national interest.</p>","Moran, Layla","Liberal Democrat","Oxford West and Abingdon","Hancock, Matt",2017-09-04,2017-09-12,64,"list, events, review"
"317",317,"8276","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment she has made of the effectiveness of the change to eligibility groups in the pilot scheme introduced by the International Federation for Intellectual Impairment Sport (INAS) on encouraging more people with Down's syndrome and autism to enter the 2017 INAS World Swimming Championships.","<p>We welcome the efforts of international bodies, like the International Federation for Intellectual Impairment Sport, to make their events more inclusive. The government supports efforts that aim to encourage disabled people, including those with Down's syndrome and autism, to become active and to fulfil their sporting potential. The government's sport strategy, Sporting Future: A Strategy for an Active Nation (published in Dec 2015), places a focus on encouraging activity amongst those less likely to be active, including disabled people.</p><p> </p><p>Government is not involved in the selection of the British team for the INAS World Swimming Championships - British entries are sanctioned by the UK Sport Association for People with Learning Disability (UKSA). It is for them to liaise with organisations like Down's Syndrome Swimming GB about British entries into the event.</p>","Allen, Heidi","Conservative","South Cambridgeshire","Crouch, Tracey",2017-09-04,2017-09-12,87,"downs, syndrome, discreet"
"318",318,"8155","To ask the Secretary of State for Digital, Culture, Media and Sport, how many premises in Inverclyde constituency are able to receive superfast broadband services through BDUK-supported projects in 2017; and what the amount of funding her Department has made available for such projects in Inverclyde constituency during that year.","<p>Approximately 38,000 premises in Inverclyde (96% of the total) are able to receive superfast broadband services. To the end of March 2017, 5,581 premises in the constituency had gained superfast broadband coverage thanks to connectivity subsidised by the UK Government. The department does not hold constituency-level financial data. The UK Government has contributed £95 million to support broadband rollout to over 630,000 premises in Scotland. In February 2014 the UK Government committed a further £20.99 million to support a second project in Scotland. The Scottish Government has not yet managed to start procurement of this second project, despite similar projects already being up and running in most other parts of the UK. We have offered technical assistance to the Scottish Government to try to help them catch up.</p>","Cowan, Ronnie","Scottish National Party","Inverclyde","Hancock, Matt",2017-09-04,2017-09-07,14,"broadband, superfast, fibre"
"319",319,"6816","To ask the Secretary of State for Digital, Culture, Media and Sport, what her policy is on the provision of 5G services in rural areas.","<p>The Government set out its views in its 5G strategy that was published at Spring Budget 2017. 5G networks will have a role to play, alongside existing technologies, in delivering connectivity in rural areas, for example to support new use cases such as smart farming. The Government will use its new 5G Testbeds &amp; Trials programme to test use cases in both rural and urban areas, to improve our understanding of the economics of infrastructure deployment in different scenarios and locations, and how infrastructure can be deployed in a cost-effective way.</p>","Cartlidge, James","Conservative","South Suffolk","Hancock, Matt",2017-07-20,2017-09-13,69,"rural, areas, speed"
"320",320,"6786","To ask the Secretary of State for Digital, Culture, Media and Sport, what discussions her Department is having with the Home Office on ensuring that transitional arrangements are in place for the entry of elite sports people into the UK after the UK has left the EU; and if she will make a statement.","<p>The Department recognises the importance of sport to the nation and within that the contribution of international talent, and the UK will seek to continue to attract the best of international talent across all sports. As the Government considers the options for a future immigration system we will also need to understand the potential impacts of any proposed changes in all parts of the UK. We will look to develop a system that works for all in consultation with all relevant sport stakeholders.</p>","Betts, Clive","Labour","Sheffield South East","Crouch, Tracey",2017-07-20,2017-09-07,39,"eu, uk, leave"
"321",321,"6787","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment her Department has made of the potential effect on (a) the football transfer market and (b) the entry of EU and non-EU players into the UK of the UK leaving the EU; and if she will make a statement.","<p>The Department recognises the importance of sport to the nation and within that the contribution of international talent, and the UK will seek to continue to attract the best of international talent across all sports. As the Government considers the options for a future immigration system we will also need to understand the potential impacts of any proposed changes in all parts of the UK. We will look to develop a system that works for all in consultation with all relevant sport stakeholders.</p>","Betts, Clive","Labour","Sheffield South East","Crouch, Tracey",2017-07-20,2017-09-07,39,"eu, uk, leave"
"322",322,"6820","To ask the Secretary of State for Digital, Culture, Media and Sport, if she will publish the number of (a) men and (b) women employed in her Department who earn over £100,000 per annum in bands of £25,000.","<p>The number of male and female staff on DCMS’ payroll at the following salary bands is as follows:<br></p><table><tbody><tr><td><p>Male</p></td><td><p>Female</p></td></tr><tr><td><p>£100,000 - £124,999</p></td><td><p>2</p></td><td><p>1</p></td></tr><tr><td><p>£125,000 - £149,999</p></td><td><p>2</p></td><td><p>1</p></td></tr><tr><td><p>£150,000 - £174,999</p></td><td><p>0</p></td><td><p>1</p></td></tr></tbody></table><p> </p><p> </p>","Harman, Harriet","Labour","Camberwell and Peckham","Hancock, Matt",2017-07-20,2017-09-11,88,"000, 150, 100"
"323",323,"6781","To ask the Secretary of State for Digital, Culture, Media and Sport, what consultation she plans to carry out with sports national governing bodies prior to the UK leaving the EU on the entry of elite sports people into the UK after the UK has left the EU; and if she will make a statement.","<p>The Department recognises the importance of sport to the nation and within that the contribution of international talent, and the UK will seek to continue to attract the best of international talent across all sports. As the Government considers the options for a future immigration system we will also need to understand the potential impacts of any proposed changes in all parts of the UK. We will look to develop a system that works for all in consultation with all relevant sport stakeholders.</p>","Betts, Clive","Labour","Sheffield South East","Crouch, Tracey",2017-07-20,2017-09-11,39,"eu, uk, leave"
"324",324,"6833","To ask the Secretary of State for Digital, Culture, Media and Sport, what assessment her Department has made of the adequacy of security arrangements at popular visitor attractions in the UK; and if she will make a statement.","<p>While it is for each individual organisation to make sure they have the appropriate arrangements in place, Government continually evaluates security across the UK and taking the necessary steps to ensure the public’s safety.</p><p> </p><p>Additionally, DCMS attends the Tourism Industry Emergency Response Group chaired by VisitBritain. The group working closely with representatives across the tourism industry to ensure the appropriate steps are being taken.</p><p> </p>","Greenwood, Margaret","Labour","Wirral West","Glen, John",2017-07-20,2017-09-07,27,"adequacy, agreement, will"
"325",325,"6722","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent assessment she has made of the legacy of the London 2012 Olympic and Paralympic Games.","<p>Government has published reports on the legacy from London 2012, with the most recent of these in August 2016. This showed that the Games generated over £14.2bn in economic trade and investment benefits, that Queen Elizabeth Olympic Park in east London is thriving and that the country continues to keep the spirit of London 2012 alive through community and arts initiatives established during the Games. The outstanding performances of Team GB and ParalympicsGB at Rio 2016, with both teams finishing second in their respective medal tables, shows that the public investment in elite sport developed in the run-up to 2012 and sustained since has paid dividends. The government's sport strategy, Sporting Future, aims to build on the success of London 2012 and make our country more active, with a sustainable and responsible sport sector, whilst continuing to excel on the world stage.</p>","Timms, Stephen","Labour","East Ham","Crouch, Tracey",2017-07-20,2017-09-07,17,"london, cost, olympic"
"326",326,"6578","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent steps she has taken to improve wi-fi coverage in Keighley constituency.","<p>Digital connectivity is a clear priority for this Government. The Super Connected Cities Programme installed WiFi in 1491 public buildings with a combined annual footfall of over 114 million, including in Yorkshire.</p><p>BDUK’s Superfast programme will provide at least 24 Megabits per second (Mbps) coverage to 95% of the UK by the end of this year. In Keighley, superfast coverage is already over 95%.</p><p> </p><p>As a result of the Government's landmark agreement with mobile operators in 2014, each mobile operator will deliver mobile coverage to 90% of the UK's landmass by the end of this year. Additionally O2 will deliver indoor 4G coverage to 98% of premises in the UK, also by the end of 2017.</p>","Grogan, John","Labour","Keighley","Hancock, Matt",2017-07-20,2017-09-11,82,"coverage, constituency, gower"
"327",327,"6568","To ask the Secretary of State for Digital, Culture, Media and Sport, how much the Arts Council has spent in each of the last 10 years in (a) Ilkley and (b) Keighley town.","<p>The table outlines Arts Council funding for organisations in the Parliamentary constituency of Keighley since 2008/09</p>","Grogan, John","Labour","Keighley","Glen, John",2017-07-20,2017-10-04,20,"spent, ilkley, town"
"328",328,"6354","To ask the Secretary of State for Digital, Culture, Media and Sport, what recent assessment she has made of the effect of gaming machines on levels of gambling addiction.","<p>We are currently undertaking a review of gaming machines and social responsibility measures, which I announced in October 2016. The public consultation closed in December 2016, and we are currently reviewing the findings, which we will publish in October.</p>","Main, Anne","Conservative","St Albans","Crouch, Tracey",2017-07-20,2017-09-11,16,"gambling, addiction, problem"
"329",329,"6336","To ask the Secretary of State for Digital, Culture, Media and Sport, what comparative assessment her Department has made of the (a) process and (b) length of time taken for consumers and businesses to switch fixed telephony providers and mobile telephony providers.","<p>The Government is committed to continuing to reduce barriers to switching, which is why the Digital Economy Act 2017, made explicit Ofcom's power to set general conditions for switching within the telecoms markets. Switching process should be led by the organisation with the most interest in making the switching process work effectively, the gaining provider. A Gaining Provider Led switching process is in place for customers that switch their fixed line telephone provider across the Openreach network, which covers the vast majority of phone lines in the UK and can take up to ten working days.</p>","Davies, Philip","Conservative","Shipley","Hancock, Matt",2017-07-20,2017-09-07,76,"switch, process, provide"
